state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
MI	male	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
MI	female	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MI	female	black	65+	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
MI	female	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	18-29	some college	other	conservative	barack obama	quasi-battleground
MI	female	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	other	conservative	barack obama	quasi-battleground
MI	male	white	30-44	some college	other	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	college graduate	other	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	45-64	some college	other	moderate	barack obama	quasi-battleground
MI	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	black	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	democrat	liberal	john mcCain	quasi-battleground
MI	male	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
MI	female	white	18-29	high school graduate	democrat	conservative	barack obama	quasi-battleground
MI	female	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	some college	other	moderate	barack obama	quasi-battleground
MI	female	white	45-64	high school graduate	other	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
MI	male	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	18-29	high school graduate	other	liberal	john mcCain	quasi-battleground
MI	male	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	65+	college graduate	democrat	moderate	john mcCain	quasi-battleground
MI	male	white	18-29	didn't graduate from HS	republican	conservative	john mcCain	quasi-battleground
MI	male	white	45-64	high school graduate	republican	liberal	john mcCain	quasi-battleground
MI	male	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	30-44	some college	democrat	conservative	barack obama	quasi-battleground
MI	male	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	male	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	male	white	30-44	high school graduate	other	moderate	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	other	45-64	some college	democrat	conservative	john mcCain	quasi-battleground
MI	male	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
MI	female	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	other	30-44	college graduate	republican	moderate	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	18-29	some college	other	liberal	barack obama	quasi-battleground
MI	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	65+	college graduate	other	liberal	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MI	male	hispanic	65+	high school graduate	democrat	moderate	john mcCain	quasi-battleground
MI	male	white	18-29	high school graduate	republican	conservative	barack obama	quasi-battleground
MI	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	65+	high school graduate	democrat	moderate	john mcCain	quasi-battleground
MI	male	white	65+	some college	democrat	moderate	john mcCain	quasi-battleground
MI	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	male	white	45-64	some college	republican	moderate	barack obama	quasi-battleground
MI	male	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	high school graduate	other	moderate	barack obama	quasi-battleground
MI	female	white	65+	some college	other	conservative	john mcCain	quasi-battleground
MI	female	black	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	some college	democrat	liberal	john mcCain	quasi-battleground
MI	male	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	black	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	30-44	some college	other	conservative	john mcCain	quasi-battleground
MI	female	black	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MI	male	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	other	45-64	some college	other	conservative	john mcCain	quasi-battleground
MI	male	black	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MI	male	white	65+	high school graduate	other	moderate	john mcCain	quasi-battleground
MI	female	white	45-64	college graduate	other	liberal	barack obama	quasi-battleground
MI	male	white	18-29	some college	other	moderate	john mcCain	quasi-battleground
MI	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	some college	democrat	moderate	john mcCain	quasi-battleground
MI	male	hispanic	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	male	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	male	white	30-44	college graduate	other	conservative	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	some college	democrat	conservative	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	female	black	30-44	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MI	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
MI	male	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
MI	female	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	black	45-64	some college	other	conservative	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
MI	female	white	45-64	high school graduate	other	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	high school graduate	other	conservative	barack obama	quasi-battleground
MI	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	male	white	65+	college graduate	other	moderate	barack obama	quasi-battleground
MI	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	male	white	30-44	some college	other	liberal	barack obama	quasi-battleground
MI	female	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MI	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MI	male	white	18-29	didn't graduate from HS	republican	conservative	john mcCain	quasi-battleground
MI	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	female	black	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	18-29	some college	republican	conservative	barack obama	quasi-battleground
MI	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	female	white	18-29	college graduate	republican	liberal	john mcCain	quasi-battleground
MI	male	black	45-64	some college	democrat	conservative	barack obama	quasi-battleground
MI	female	black	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	18-29	some college	democrat	moderate	barack obama	quasi-battleground
MI	male	white	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
MI	female	other	18-29	some college	other	moderate	john mcCain	quasi-battleground
MI	female	black	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MI	male	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	other	liberal	barack obama	quasi-battleground
MI	female	other	65+	some college	democrat	liberal	barack obama	quasi-battleground
MI	male	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	18-29	didn't graduate from HS	democrat	moderate	john mcCain	quasi-battleground
MI	female	white	18-29	some college	other	moderate	barack obama	quasi-battleground
MI	male	white	18-29	some college	other	moderate	barack obama	quasi-battleground
MI	female	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
MI	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MI	male	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MI	female	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MI	female	white	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
MI	male	white	65+	some college	other	moderate	barack obama	quasi-battleground
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MI	male	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	18-29	some college	other	moderate	barack obama	quasi-battleground
MI	female	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
MI	female	white	45-64	didn't graduate from HS	republican	moderate	john mcCain	quasi-battleground
MN	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	republican	liberal	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	other	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
MN	male	hispanic	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	moderate	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	other	liberal	barack obama	quasi-battleground
MN	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	other	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
MN	female	white	18-29	some college	republican	moderate	john mcCain	quasi-battleground
MN	female	hispanic	18-29	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	white	30-44	some college	democrat	conservative	barack obama	quasi-battleground
MN	female	other	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	other	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MN	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	other	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	45-64	high school graduate	other	moderate	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	hispanic	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
MN	male	hispanic	45-64	college graduate	other	liberal	barack obama	quasi-battleground
MN	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	45-64	some college	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MN	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	male	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	65+	college graduate	other	liberal	barack obama	quasi-battleground
MN	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	high school graduate	other	moderate	john mcCain	quasi-battleground
MN	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	18-29	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	some college	other	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	hispanic	65+	some college	democrat	conservative	barack obama	quasi-battleground
MN	male	white	18-29	high school graduate	other	moderate	john mcCain	quasi-battleground
MN	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	other	conservative	john mcCain	quasi-battleground
MN	male	other	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	other	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	other	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	black	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
MN	female	other	30-44	didn't graduate from HS	democrat	conservative	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	18-29	some college	other	conservative	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MN	female	hispanic	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
MN	female	white	18-29	college graduate	democrat	conservative	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	black	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	other	18-29	some college	democrat	conservative	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	30-44	some college	other	moderate	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	18-29	some college	democrat	conservative	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	other	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	other	30-44	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MN	male	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	18-29	high school graduate	other	conservative	barack obama	quasi-battleground
MN	male	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	18-29	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	other	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	other	18-29	didn't graduate from HS	other	liberal	barack obama	quasi-battleground
MN	female	other	30-44	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	30-44	some college	republican	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	black	30-44	high school graduate	democrat	conservative	barack obama	quasi-battleground
MN	female	white	45-64	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
MN	female	white	45-64	some college	democrat	conservative	barack obama	quasi-battleground
MN	female	white	30-44	high school graduate	republican	moderate	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	other	18-29	didn't graduate from HS	democrat	liberal	barack obama	quasi-battleground
MN	female	black	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	republican	moderate	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	other	45-64	some college	democrat	conservative	barack obama	quasi-battleground
MN	male	black	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	female	other	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	other	conservative	john mcCain	quasi-battleground
MN	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	black	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
MN	female	hispanic	45-64	some college	democrat	moderate	barack obama	quasi-battleground
MN	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	other	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
MN	male	white	45-64	some college	republican	moderate	barack obama	quasi-battleground
MN	female	white	65+	high school graduate	other	conservative	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	30-44	some college	republican	liberal	barack obama	quasi-battleground
MN	male	white	30-44	some college	other	moderate	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	other	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
MN	male	white	18-29	some college	other	moderate	barack obama	quasi-battleground
MN	female	other	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	65+	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	45-64	some college	other	moderate	john mcCain	quasi-battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	hispanic	30-44	didn't graduate from HS	democrat	liberal	barack obama	quasi-battleground
MN	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	high school graduate	other	conservative	john mcCain	quasi-battleground
MN	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MN	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
MN	female	white	45-64	some college	other	liberal	barack obama	quasi-battleground
MN	female	white	18-29	college graduate	other	moderate	barack obama	quasi-battleground
MN	female	white	18-29	high school graduate	other	moderate	barack obama	quasi-battleground
MO	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid romney
MO	male	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
MO	male	white	30-44	some college	democrat	moderate	barack obama	solid romney
MO	male	white	45-64	some college	other	moderate	barack obama	solid romney
MO	male	white	30-44	some college	other	moderate	barack obama	solid romney
MO	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
MO	male	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
MO	female	white	45-64	some college	democrat	moderate	barack obama	solid romney
MO	female	white	18-29	high school graduate	democrat	liberal	john mcCain	solid romney
MO	male	other	18-29	some college	other	conservative	barack obama	solid romney
MO	male	white	18-29	high school graduate	democrat	liberal	barack obama	solid romney
MO	female	white	18-29	college graduate	republican	liberal	john mcCain	solid romney
MO	female	white	45-64	college graduate	other	moderate	barack obama	solid romney
MO	female	white	45-64	college graduate	democrat	moderate	john mcCain	solid romney
MO	male	hispanic	18-29	some college	democrat	moderate	barack obama	solid romney
MO	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
MO	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
MO	female	white	45-64	high school graduate	other	moderate	john mcCain	solid romney
MO	male	white	30-44	some college	other	moderate	barack obama	solid romney
MO	male	black	45-64	college graduate	other	moderate	barack obama	solid romney
MO	female	black	30-44	college graduate	democrat	moderate	barack obama	solid romney
MO	female	white	30-44	college graduate	other	moderate	barack obama	solid romney
MO	male	black	45-64	college graduate	democrat	conservative	barack obama	solid romney
MO	male	white	45-64	some college	other	moderate	john mcCain	solid romney
MO	female	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
MO	male	white	30-44	college graduate	other	conservative	john mcCain	solid romney
MO	male	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
MO	female	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
MO	male	black	30-44	high school graduate	democrat	moderate	barack obama	solid romney
MO	female	white	18-29	college graduate	other	moderate	barack obama	solid romney
MO	female	white	30-44	some college	republican	conservative	john mcCain	solid romney
MO	female	white	18-29	high school graduate	democrat	moderate	john mcCain	solid romney
MO	female	white	45-64	high school graduate	democrat	conservative	john mcCain	solid romney
MO	male	white	45-64	college graduate	other	liberal	barack obama	solid romney
MO	male	white	45-64	some college	republican	liberal	barack obama	solid romney
MO	male	white	18-29	some college	other	moderate	barack obama	solid romney
MO	male	white	30-44	high school graduate	other	conservative	john mcCain	solid romney
MO	female	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
