state	sex	race	age	education	party	ideology	state_contestedness	vote
NM	female	other	45-64	college graduate	A	moderate	quasi-battleground	A
NM	male	other	18-29	some college	A	liberal	quasi-battleground	A
NM	female	other	18-29	high school graduate	A	liberal	quasi-battleground	A
NM	female	hispanic	30-44	college graduate	A	liberal	quasi-battleground	A
NM	female	white	45-64	college graduate	A	liberal	quasi-battleground	A
NV	male	hispanic	30-44	some college	other	conservative	quasi-battleground	B
NV	female	white	30-44	high school graduate	A	moderate	quasi-battleground	A
NV	male	white	30-44	college graduate	B	conservative	quasi-battleground	B
NV	male	hispanic	30-44	high school graduate	B	moderate	quasi-battleground	B
NV	female	hispanic	30-44	some college	other	liberal	quasi-battleground	A
NV	male	hispanic	30-44	some college	A	liberal	quasi-battleground	A
NV	female	white	30-44	some college	B	moderate	quasi-battleground	B
NV	female	white	45-64	high school graduate	other	moderate	quasi-battleground	B
NV	male	black	45-64	some college	A	moderate	quasi-battleground	A
NV	female	hispanic	65+	some college	B	conservative	quasi-battleground	B
NV	female	white	45-64	college graduate	A	liberal	quasi-battleground	A
NV	male	white	65+	college graduate	B	conservative	quasi-battleground	B
NV	male	hispanic	18-29	some college	B	conservative	quasi-battleground	B
NV	female	white	18-29	college graduate	B	moderate	quasi-battleground	B
NV	male	white	45-64	college graduate	A	moderate	quasi-battleground	A
NV	female	white	30-44	some college	other	moderate	quasi-battleground	B
NY	male	black	45-64	high school graduate	A	moderate	solid A	A
NY	male	other	65+	college graduate	other	moderate	solid A	A
NY	female	white	65+	high school graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	other	30-44	high school graduate	other	liberal	solid A	B
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	male	white	65+	high school graduate	B	conservative	solid A	B
NY	female	white	18-29	college graduate	A	moderate	solid A	A
NY	male	white	30-44	college graduate	B	moderate	solid A	B
NY	female	white	45-64	high school graduate	B	moderate	solid A	A
NY	male	black	18-29	didn't graduate from HS	A	liberal	solid A	A
NY	female	black	45-64	some college	A	liberal	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	65+	college graduate	other	conservative	solid A	B
NY	female	white	65+	high school graduate	A	moderate	solid A	B
NY	female	white	65+	high school graduate	other	conservative	solid A	B
NY	female	white	45-64	college graduate	A	moderate	solid A	B
NY	female	white	18-29	college graduate	A	moderate	solid A	A
NY	male	white	65+	college graduate	other	moderate	solid A	B
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	white	18-29	college graduate	other	liberal	solid A	A
NY	female	hispanic	18-29	college graduate	A	liberal	solid A	A
NY	male	white	45-64	some college	other	liberal	solid A	A
NY	female	black	30-44	college graduate	A	liberal	solid A	A
NY	male	white	65+	some college	B	conservative	solid A	B
NY	female	white	30-44	some college	other	moderate	solid A	B
NY	female	white	65+	college graduate	other	moderate	solid A	A
NY	female	white	18-29	high school graduate	other	liberal	solid A	B
NY	female	white	18-29	some college	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	conservative	solid A	B
NY	male	black	45-64	high school graduate	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	male	black	45-64	college graduate	A	moderate	solid A	A
NY	male	black	30-44	some college	A	liberal	solid A	A
NY	female	black	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	B
NY	female	black	45-64	college graduate	A	conservative	solid A	A
NY	male	black	30-44	didn't graduate from HS	A	liberal	solid A	A
NY	male	white	65+	some college	B	moderate	solid A	A
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	female	black	30-44	high school graduate	A	liberal	solid A	A
NY	female	hispanic	18-29	some college	A	liberal	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	65+	college graduate	A	moderate	solid A	A
NY	female	other	18-29	some college	A	liberal	solid A	A
NY	female	hispanic	30-44	college graduate	B	conservative	solid A	B
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	male	black	18-29	college graduate	A	moderate	solid A	A
NY	female	black	18-29	college graduate	A	moderate	solid A	A
NY	female	white	30-44	high school graduate	A	conservative	solid A	B
NY	male	white	18-29	high school graduate	other	conservative	solid A	B
NY	female	other	45-64	college graduate	other	moderate	solid A	A
NY	female	white	18-29	some college	A	liberal	solid A	A
NY	female	hispanic	45-64	high school graduate	other	conservative	solid A	B
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	liberal	solid A	A
NY	female	black	18-29	high school graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	male	white	18-29	some college	B	moderate	solid A	B
NY	female	white	18-29	high school graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	30-44	some college	A	liberal	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	B
NY	female	black	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	B	moderate	solid A	A
NY	female	black	30-44	some college	A	moderate	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	female	other	30-44	college graduate	A	moderate	solid A	A
NY	female	black	65+	some college	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	liberal	solid A	B
NY	female	white	45-64	high school graduate	A	moderate	solid A	A
NY	female	black	65+	didn't graduate from HS	other	moderate	solid A	A
NY	female	white	65+	high school graduate	B	moderate	solid A	A
NY	female	black	18-29	some college	A	liberal	solid A	A
NY	male	white	45-64	some college	A	conservative	solid A	B
NY	male	white	30-44	college graduate	other	moderate	solid A	A
NY	female	white	30-44	college graduate	other	liberal	solid A	A
NY	female	black	45-64	some college	other	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	65+	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	male	black	45-64	college graduate	other	moderate	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	black	45-64	college graduate	A	conservative	solid A	A
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	30-44	high school graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	hispanic	30-44	college graduate	A	moderate	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	female	black	18-29	didn't graduate from HS	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	hispanic	65+	college graduate	other	conservative	solid A	B
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	some college	B	moderate	solid A	A
NY	female	white	18-29	college graduate	other	moderate	solid A	B
NY	male	black	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	other	moderate	solid A	B
NY	male	white	45-64	some college	A	liberal	solid A	A
NY	female	hispanic	30-44	college graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	moderate	solid A	B
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	some college	B	moderate	solid A	B
NY	male	white	30-44	high school graduate	B	conservative	solid A	B
NY	male	white	45-64	some college	other	liberal	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	male	other	18-29	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	other	moderate	solid A	B
NY	male	white	30-44	college graduate	B	moderate	solid A	A
NY	female	white	65+	college graduate	other	conservative	solid A	A
NY	female	hispanic	30-44	high school graduate	A	moderate	solid A	A
NY	male	black	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	high school graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	45-64	some college	B	moderate	solid A	B
NY	female	black	30-44	some college	A	moderate	solid A	A
NY	female	black	45-64	some college	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	B
NY	female	white	30-44	some college	other	liberal	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	A
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	black	30-44	college graduate	other	liberal	solid A	A
NY	male	black	18-29	college graduate	A	liberal	solid A	A
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	30-44	didn't graduate from HS	other	moderate	solid A	A
NY	female	black	45-64	college graduate	other	moderate	solid A	A
NY	male	black	30-44	high school graduate	B	liberal	solid A	A
NY	female	hispanic	30-44	college graduate	B	conservative	solid A	B
NY	female	black	18-29	high school graduate	A	moderate	solid A	A
NY	female	hispanic	45-64	didn't graduate from HS	A	liberal	solid A	A
NY	female	other	45-64	college graduate	other	moderate	solid A	A
NY	female	white	30-44	some college	B	moderate	solid A	B
NY	male	white	30-44	some college	A	liberal	solid A	B
NY	male	other	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	A	moderate	solid A	A
NY	female	hispanic	18-29	high school graduate	A	liberal	solid A	A
NY	male	white	65+	college graduate	A	moderate	solid A	A
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	male	white	30-44	college graduate	B	liberal	solid A	B
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	65+	college graduate	B	moderate	solid A	B
NY	male	white	18-29	some college	other	conservative	solid A	B
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	other	18-29	high school graduate	A	liberal	solid A	A
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	male	black	45-64	college graduate	A	moderate	solid A	A
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	18-29	some college	A	moderate	solid A	A
NY	male	white	30-44	college graduate	other	moderate	solid A	B
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	30-44	college graduate	B	liberal	solid A	B
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	female	white	65+	high school graduate	A	moderate	solid A	B
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	black	45-64	some college	A	conservative	solid A	A
NY	male	white	30-44	high school graduate	B	liberal	solid A	B
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	other	conservative	solid A	B
NY	male	black	18-29	didn't graduate from HS	A	liberal	solid A	A
NY	male	white	45-64	college graduate	other	moderate	solid A	A
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	female	other	18-29	didn't graduate from HS	A	moderate	solid A	A
NY	male	white	45-64	college graduate	other	conservative	solid A	B
NY	male	white	30-44	high school graduate	other	moderate	solid A	A
NY	female	black	30-44	high school graduate	A	moderate	solid A	A
NY	female	other	18-29	college graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	B	moderate	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	B
NY	male	white	18-29	didn't graduate from HS	other	liberal	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	male	white	65+	high school graduate	A	moderate	solid A	A
NY	male	black	18-29	some college	A	liberal	solid A	A
NY	male	black	18-29	some college	A	moderate	solid A	A
NY	male	black	18-29	some college	A	liberal	solid A	A
NY	female	other	30-44	some college	other	moderate	solid A	B
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	65+	some college	B	conservative	solid A	B
NY	male	white	65+	high school graduate	A	liberal	solid A	A
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	male	white	45-64	college graduate	other	moderate	solid A	B
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	male	black	30-44	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	18-29	college graduate	other	liberal	solid A	A
NY	female	white	18-29	some college	A	liberal	solid A	A
NY	male	white	18-29	some college	other	liberal	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	black	18-29	college graduate	A	moderate	solid A	A
NY	female	white	18-29	college graduate	A	moderate	solid A	A
NY	female	black	30-44	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	male	black	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	female	white	30-44	college graduate	other	moderate	solid A	A
NY	male	white	65+	high school graduate	B	conservative	solid A	B
NY	female	other	45-64	college graduate	A	moderate	solid A	A
NY	male	white	45-64	some college	other	liberal	solid A	A
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	black	18-29	high school graduate	A	moderate	solid A	A
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	black	18-29	high school graduate	A	moderate	solid A	A
NY	female	white	45-64	high school graduate	A	conservative	solid A	B
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	male	black	65+	high school graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	B	moderate	solid A	B
NY	female	hispanic	45-64	some college	A	moderate	solid A	A
NY	male	white	65+	college graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	B	moderate	solid A	A
NY	male	white	65+	college graduate	A	moderate	solid A	A
NY	male	black	30-44	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	high school graduate	other	moderate	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	hispanic	18-29	college graduate	B	moderate	solid A	B
NY	female	hispanic	18-29	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	45-64	some college	A	liberal	solid A	A
NY	male	black	45-64	college graduate	A	liberal	solid A	A
NY	male	other	30-44	college graduate	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	30-44	college graduate	other	moderate	solid A	B
NY	male	hispanic	30-44	didn't graduate from HS	other	liberal	solid A	A
NY	female	black	18-29	high school graduate	A	moderate	solid A	A
NY	female	white	18-29	college graduate	B	moderate	solid A	B
NY	male	white	30-44	some college	A	liberal	solid A	A
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	male	white	65+	college graduate	A	moderate	solid A	A
NY	female	white	65+	some college	other	conservative	solid A	B
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	female	hispanic	30-44	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	45-64	some college	other	conservative	solid A	B
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	30-44	high school graduate	other	conservative	solid A	B
NY	male	black	65+	some college	A	liberal	solid A	A
NY	female	black	45-64	high school graduate	A	moderate	solid A	A
NY	female	other	30-44	didn't graduate from HS	A	liberal	solid A	A
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	male	white	18-29	some college	other	liberal	solid A	A
NY	male	white	30-44	college graduate	other	moderate	solid A	B
NY	female	black	30-44	college graduate	other	moderate	solid A	A
NY	female	black	65+	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	B	moderate	solid A	B
NY	female	hispanic	30-44	high school graduate	other	conservative	solid A	A
NY	female	black	45-64	didn't graduate from HS	other	moderate	solid A	A
NY	male	black	45-64	college graduate	other	conservative	solid A	A
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	A	moderate	solid A	A
NY	male	white	30-44	some college	A	moderate	solid A	A
NY	female	white	18-29	some college	other	liberal	solid A	B
NY	male	white	30-44	college graduate	A	liberal	solid A	B
NY	female	white	65+	high school graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	liberal	solid A	A
NY	male	hispanic	18-29	college graduate	A	liberal	solid A	A
NY	male	hispanic	18-29	college graduate	A	moderate	solid A	A
NY	female	other	65+	college graduate	A	liberal	solid A	A
NY	male	black	65+	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	male	white	30-44	high school graduate	B	moderate	solid A	B
NY	female	white	45-64	high school graduate	other	moderate	solid A	B
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	black	30-44	college graduate	A	moderate	solid A	A
NY	female	hispanic	45-64	some college	A	conservative	solid A	A
NY	female	black	18-29	some college	other	liberal	solid A	A
NY	female	white	65+	some college	A	liberal	solid A	A
NY	male	white	30-44	college graduate	A	conservative	solid A	A
NY	male	black	45-64	high school graduate	A	moderate	solid A	A
NY	female	white	18-29	college graduate	B	liberal	solid A	B
NY	female	black	45-64	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	other	moderate	solid A	A
NY	male	white	18-29	college graduate	other	moderate	solid A	B
NY	female	white	45-64	some college	A	liberal	solid A	A
NY	female	black	45-64	college graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	45-64	some college	A	liberal	solid A	A
NY	male	white	65+	some college	other	moderate	solid A	A
NY	female	black	18-29	some college	A	liberal	solid A	A
NY	male	white	45-64	college graduate	other	conservative	solid A	B
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	45-64	high school graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	male	white	65+	college graduate	B	moderate	solid A	B
NY	male	white	30-44	college graduate	other	moderate	solid A	A
NY	female	other	45-64	some college	A	conservative	solid A	A
NY	female	black	18-29	some college	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	other	conservative	solid A	A
NY	female	white	30-44	college graduate	B	moderate	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	other	18-29	college graduate	other	liberal	solid A	A
NY	female	white	18-29	some college	B	conservative	solid A	B
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	male	white	18-29	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	some college	B	moderate	solid A	B
NY	female	white	65+	didn't graduate from HS	A	moderate	solid A	B
NY	male	white	18-29	college graduate	B	conservative	solid A	B
NY	male	white	65+	college graduate	B	conservative	solid A	B
NY	male	white	18-29	some college	A	liberal	solid A	A
NY	male	white	30-44	high school graduate	other	moderate	solid A	A
NY	female	white	45-64	high school graduate	A	moderate	solid A	A
NY	female	white	45-64	some college	B	moderate	solid A	A
NY	female	white	18-29	some college	B	conservative	solid A	B
NY	male	white	30-44	high school graduate	B	moderate	solid A	B
NY	male	white	45-64	college graduate	other	conservative	solid A	B
NY	male	other	18-29	college graduate	A	liberal	solid A	A
NY	male	hispanic	30-44	some college	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	conservative	solid A	B
NY	male	black	45-64	some college	other	conservative	solid A	A
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	male	white	30-44	some college	B	conservative	solid A	A
NY	female	black	30-44	college graduate	other	moderate	solid A	A
NY	male	hispanic	45-64	college graduate	B	conservative	solid A	B
NY	female	white	18-29	college graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	A	moderate	solid A	B
NY	female	black	18-29	some college	A	liberal	solid A	A
NY	male	white	45-64	didn't graduate from HS	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	other	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	other	conservative	solid A	B
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	conservative	solid A	A
NY	male	white	18-29	college graduate	other	conservative	solid A	B
NY	female	black	45-64	didn't graduate from HS	A	moderate	solid A	A
NY	female	white	45-64	some college	A	liberal	solid A	A
NY	female	other	30-44	college graduate	A	conservative	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	65+	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	male	white	30-44	high school graduate	B	conservative	solid A	B
NY	male	white	18-29	some college	A	liberal	solid A	A
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	male	black	45-64	college graduate	A	liberal	solid A	A
NY	female	white	30-44	some college	A	moderate	solid A	B
NY	male	black	45-64	some college	other	moderate	solid A	A
NY	female	black	30-44	some college	A	liberal	solid A	A
NY	female	white	18-29	some college	A	liberal	solid A	A
NY	female	white	45-64	college graduate	other	liberal	solid A	B
NY	male	white	45-64	some college	other	moderate	solid A	B
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	female	white	65+	didn't graduate from HS	other	conservative	solid A	B
NY	female	white	45-64	some college	other	conservative	solid A	B
NY	female	white	65+	didn't graduate from HS	A	moderate	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	hispanic	18-29	college graduate	B	moderate	solid A	A
NY	female	white	18-29	some college	A	liberal	solid A	A
NY	male	white	65+	college graduate	A	liberal	solid A	A
NY	male	white	45-64	some college	B	liberal	solid A	A
NY	male	white	45-64	high school graduate	B	moderate	solid A	B
NY	female	white	30-44	college graduate	other	moderate	solid A	A
NY	male	white	18-29	college graduate	B	moderate	solid A	A
NY	female	hispanic	18-29	high school graduate	A	liberal	solid A	A
NY	male	hispanic	45-64	some college	A	liberal	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	black	45-64	some college	A	liberal	solid A	A
NY	male	white	45-64	some college	A	moderate	solid A	A
NY	female	black	30-44	some college	A	moderate	solid A	A
NY	female	white	18-29	college graduate	B	moderate	solid A	A
NY	male	white	18-29	college graduate	other	moderate	solid A	A
NY	female	white	30-44	college graduate	other	liberal	solid A	A
NY	male	white	18-29	college graduate	A	conservative	solid A	B
NY	male	other	30-44	some college	A	moderate	solid A	A
NY	male	white	18-29	college graduate	B	conservative	solid A	B
NY	female	white	65+	college graduate	A	moderate	solid A	B
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	65+	high school graduate	A	conservative	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	black	45-64	high school graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	female	other	18-29	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	some college	A	conservative	solid A	B
NY	male	white	45-64	some college	A	moderate	solid A	A
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	male	black	65+	college graduate	A	moderate	solid A	A
NY	female	hispanic	18-29	high school graduate	A	moderate	solid A	A
NY	male	white	65+	college graduate	other	conservative	solid A	B
NY	female	black	45-64	high school graduate	A	moderate	solid A	A
NY	male	white	18-29	some college	other	moderate	solid A	A
NY	male	black	18-29	college graduate	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	other	moderate	solid A	A
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	30-44	some college	A	conservative	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	A
NY	male	white	30-44	some college	A	moderate	solid A	B
NY	female	white	45-64	some college	other	liberal	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	45-64	high school graduate	other	conservative	solid A	A
NY	male	black	18-29	college graduate	A	liberal	solid A	A
NY	male	hispanic	18-29	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	conservative	solid A	B
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	B
NY	female	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	other	conservative	solid A	B
NY	male	black	30-44	some college	other	liberal	solid A	A
NY	male	white	30-44	high school graduate	B	moderate	solid A	B
NY	female	white	30-44	college graduate	B	moderate	solid A	A
NY	male	white	65+	some college	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	male	other	30-44	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	male	white	30-44	high school graduate	A	moderate	solid A	B
NY	male	white	45-64	some college	A	moderate	solid A	A
NY	male	white	30-44	some college	other	moderate	solid A	B
NY	male	white	18-29	college graduate	other	moderate	solid A	B
NY	male	white	30-44	some college	other	conservative	solid A	B
NY	male	white	18-29	college graduate	other	conservative	solid A	B
NY	male	black	18-29	high school graduate	A	liberal	solid A	A
NY	male	hispanic	30-44	some college	B	conservative	solid A	B
NY	female	black	30-44	some college	A	moderate	solid A	A
NY	female	hispanic	45-64	some college	A	moderate	solid A	A
NY	female	white	45-64	college graduate	A	conservative	solid A	B
NY	female	white	30-44	college graduate	other	moderate	solid A	A
NY	male	white	65+	didn't graduate from HS	B	conservative	solid A	B
NY	male	white	45-64	college graduate	other	moderate	solid A	A
NY	male	white	18-29	some college	other	liberal	solid A	A
NY	male	hispanic	30-44	college graduate	A	liberal	solid A	A
NY	male	white	45-64	some college	other	conservative	solid A	B
NY	female	white	65+	some college	B	moderate	solid A	A
NY	female	black	45-64	some college	A	moderate	solid A	A
NY	female	black	45-64	some college	A	liberal	solid A	A
NY	female	other	18-29	college graduate	other	liberal	solid A	A
NY	female	white	45-64	college graduate	A	conservative	solid A	A
NY	male	white	65+	college graduate	A	moderate	solid A	A
NY	female	other	30-44	college graduate	other	moderate	solid A	A
NY	male	black	45-64	high school graduate	A	moderate	solid A	A
NY	male	black	45-64	didn't graduate from HS	A	moderate	solid A	A
