state	sex	race	age	education	ideology	vote
LA	male	white	30-44	high school graduate	conservative	B
NJ	male	hispanic	30-44	some college	conservative	A
CA	female	white	30-44	college graduate	moderate	A
PA	female	white	65+	high school graduate	moderate	B
NY	male	white	18-29	college graduate	liberal	A
PA	female	black	45-64	college graduate	liberal	A
VA	female	black	65+	didn't graduate from HS	conservative	A
MD	male	black	45-64	college graduate	conservative	B
WI	male	hispanic	30-44	didn't graduate from HS	conservative	A
CA	female	white	45-64	college graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
CA	male	white	18-29	high school graduate	moderate	A
WI	female	white	45-64	college graduate	liberal	A
KS	female	white	65+	some college	moderate	A
FL	male	white	45-64	some college	conservative	B
PA	male	white	45-64	college graduate	liberal	A
MI	female	white	45-64	high school graduate	moderate	A
CA	female	white	30-44	some college	moderate	A
CA	male	white	45-64	some college	moderate	A
NY	male	white	45-64	college graduate	conservative	B
UT	female	white	45-64	college graduate	liberal	A
OH	female	black	18-29	college graduate	moderate	A
KY	male	white	45-64	college graduate	moderate	B
NJ	female	white	18-29	college graduate	conservative	B
IL	female	hispanic	30-44	some college	moderate	A
AZ	female	white	30-44	some college	conservative	B
CA	female	white	65+	some college	moderate	B
AR	female	black	45-64	college graduate	moderate	A
MS	female	white	30-44	some college	conservative	B
PA	female	white	65+	high school graduate	moderate	B
MI	female	white	45-64	college graduate	conservative	B
MD	female	white	65+	some college	liberal	B
OH	male	white	30-44	some college	moderate	A
LA	male	white	18-29	high school graduate	conservative	B
NY	female	white	18-29	college graduate	liberal	B
PA	female	white	45-64	college graduate	moderate	A
MI	male	white	30-44	college graduate	moderate	A
IN	female	white	18-29	high school graduate	moderate	A
MI	female	white	65+	high school graduate	conservative	B
VA	female	white	45-64	high school graduate	liberal	A
GA	female	white	30-44	college graduate	moderate	B
NM	male	other	30-44	college graduate	liberal	A
CA	female	white	45-64	some college	moderate	B
TX	female	white	45-64	high school graduate	moderate	A
FL	female	other	30-44	college graduate	liberal	A
NV	female	white	30-44	high school graduate	moderate	A
NE	female	white	65+	college graduate	moderate	A
IN	male	white	18-29	didn't graduate from HS	liberal	A
NM	female	white	30-44	college graduate	moderate	B
CA	male	white	45-64	some college	moderate	A
SC	male	white	45-64	college graduate	conservative	B
TX	female	white	65+	some college	moderate	A
LA	female	white	45-64	some college	moderate	B
IL	male	black	30-44	some college	conservative	A
CA	male	white	30-44	college graduate	conservative	B
CA	male	white	45-64	some college	moderate	A
IL	male	black	30-44	college graduate	liberal	A
MN	female	white	30-44	some college	liberal	A
AK	male	white	30-44	college graduate	moderate	A
UT	female	white	65+	high school graduate	conservative	B
MA	female	other	30-44	college graduate	conservative	other
CA	female	hispanic	18-29	college graduate	liberal	A
CA	female	white	65+	high school graduate	conservative	B
IL	female	black	30-44	high school graduate	liberal	A
AR	male	white	30-44	some college	conservative	B
SC	male	white	65+	college graduate	moderate	A
MS	female	white	65+	didn't graduate from HS	liberal	B
MA	male	white	65+	some college	moderate	A
TN	female	white	45-64	some college	liberal	A
OH	female	white	30-44	college graduate	conservative	B
TX	male	hispanic	30-44	didn't graduate from HS	liberal	A
KS	female	white	18-29	college graduate	moderate	A
CA	female	white	30-44	college graduate	moderate	B
MA	male	white	18-29	some college	liberal	A
NJ	male	white	65+	some college	moderate	B
MO	female	white	45-64	high school graduate	conservative	B
MD	male	black	65+	some college	moderate	A
TX	male	white	45-64	some college	conservative	B
IL	male	white	45-64	college graduate	liberal	A
NJ	male	hispanic	30-44	college graduate	conservative	A
GA	male	white	45-64	college graduate	moderate	B
MO	male	black	45-64	college graduate	moderate	A
NJ	male	white	65+	college graduate	moderate	B
CA	female	other	45-64	some college	conservative	B
KY	male	white	45-64	some college	moderate	B
OK	female	black	18-29	high school graduate	moderate	A
NY	male	white	18-29	college graduate	moderate	B
IN	female	white	18-29	didn't graduate from HS	conservative	B
NV	female	white	65+	high school graduate	liberal	A
IN	male	white	45-64	college graduate	moderate	A
MI	male	black	45-64	some college	conservative	A
UT	male	hispanic	30-44	some college	moderate	A
WY	female	white	30-44	college graduate	conservative	B
FL	male	black	30-44	high school graduate	moderate	A
CA	female	white	65+	some college	liberal	A
TX	male	hispanic	65+	some college	conservative	A
CA	male	white	30-44	college graduate	conservative	B
MD	female	white	18-29	college graduate	conservative	B
NC	male	white	30-44	high school graduate	conservative	B
FL	female	white	30-44	didn't graduate from HS	conservative	B
IL	female	white	18-29	college graduate	moderate	B
NM	female	other	45-64	college graduate	moderate	A
VA	male	black	45-64	some college	liberal	A
WI	male	white	30-44	college graduate	conservative	B
NY	female	white	30-44	college graduate	conservative	A
IN	female	other	30-44	some college	liberal	B
CA	female	hispanic	45-64	high school graduate	conservative	A
MO	female	black	45-64	some college	moderate	A
MD	male	white	65+	high school graduate	moderate	A
TX	female	white	30-44	high school graduate	conservative	B
OK	male	white	30-44	some college	conservative	B
NC	male	black	18-29	high school graduate	conservative	A
NY	male	white	30-44	college graduate	conservative	B
LA	male	black	30-44	some college	moderate	A
VA	male	white	30-44	college graduate	liberal	B
CA	male	black	65+	some college	liberal	A
OH	male	white	65+	high school graduate	conservative	A
WI	male	white	18-29	college graduate	conservative	B
CA	female	white	30-44	some college	liberal	A
CA	female	white	18-29	high school graduate	liberal	B
IL	male	white	65+	high school graduate	conservative	B
MO	female	white	65+	high school graduate	moderate	B
NY	female	white	18-29	some college	moderate	A
OH	male	white	45-64	college graduate	moderate	A
AL	male	white	18-29	college graduate	conservative	B
OH	male	white	45-64	college graduate	conservative	B
NY	male	black	30-44	some college	liberal	A
UT	female	white	45-64	some college	liberal	B
IN	male	white	45-64	high school graduate	conservative	B
LA	female	other	30-44	college graduate	liberal	A
NJ	male	black	30-44	some college	liberal	A
FL	female	white	45-64	college graduate	conservative	B
MA	female	white	45-64	college graduate	liberal	A
CA	male	hispanic	18-29	some college	moderate	B
OH	male	white	18-29	some college	moderate	A
IL	female	black	30-44	high school graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	A
PA	male	white	30-44	college graduate	moderate	B
CA	female	other	30-44	college graduate	moderate	B
TX	male	hispanic	18-29	high school graduate	liberal	A
TX	female	hispanic	45-64	college graduate	moderate	A
AK	female	white	45-64	college graduate	moderate	A
PA	female	white	45-64	college graduate	liberal	A
NC	female	white	30-44	college graduate	liberal	A
TX	female	white	45-64	college graduate	conservative	B
AR	female	white	45-64	some college	moderate	B
IA	male	white	30-44	college graduate	conservative	B
VA	female	hispanic	30-44	college graduate	liberal	A
OK	male	white	45-64	some college	moderate	A
CT	female	white	45-64	some college	moderate	A
MD	female	white	45-64	college graduate	moderate	A
WA	female	white	65+	some college	conservative	B
CA	female	white	45-64	some college	conservative	B
MN	male	white	30-44	college graduate	conservative	B
NJ	female	white	18-29	some college	liberal	A
DE	male	black	30-44	college graduate	conservative	A
TX	male	white	65+	didn't graduate from HS	moderate	B
OH	male	white	65+	college graduate	conservative	B
FL	female	hispanic	45-64	college graduate	conservative	B
PA	female	white	45-64	some college	liberal	A
WI	male	black	30-44	high school graduate	moderate	A
NY	female	white	45-64	college graduate	moderate	A
MS	female	white	30-44	college graduate	conservative	B
CO	male	white	30-44	college graduate	liberal	A
IL	female	white	45-64	high school graduate	conservative	B
NJ	male	white	45-64	high school graduate	moderate	A
GA	female	hispanic	30-44	some college	liberal	A
VA	male	black	65+	high school graduate	liberal	A
WV	male	white	45-64	some college	moderate	A
AZ	male	white	30-44	college graduate	moderate	B
CA	male	white	45-64	college graduate	liberal	other
MO	male	white	30-44	college graduate	conservative	B
TX	female	hispanic	18-29	high school graduate	liberal	B
NY	male	white	45-64	some college	moderate	B
MO	male	white	30-44	high school graduate	conservative	B
CA	female	white	45-64	high school graduate	moderate	A
NM	male	hispanic	65+	college graduate	moderate	A
LA	male	black	45-64	college graduate	moderate	A
LA	female	white	45-64	high school graduate	moderate	B
FL	male	white	45-64	some college	conservative	B
OH	male	white	45-64	some college	moderate	A
FL	male	black	45-64	some college	liberal	A
IL	female	black	18-29	some college	moderate	A
IN	male	white	30-44	some college	moderate	B
MN	female	white	30-44	some college	moderate	B
NY	female	black	30-44	didn't graduate from HS	liberal	A
NY	male	white	18-29	some college	liberal	A
IL	male	black	30-44	college graduate	conservative	B
IL	male	black	45-64	some college	liberal	A
IL	female	black	30-44	college graduate	moderate	A
MO	female	white	45-64	college graduate	conservative	B
TX	male	white	45-64	high school graduate	conservative	other
ND	female	other	45-64	didn't graduate from HS	liberal	A
TX	female	white	45-64	high school graduate	conservative	A
NJ	female	white	30-44	high school graduate	liberal	A
VA	male	white	45-64	college graduate	moderate	B
NY	male	white	30-44	some college	moderate	A
FL	female	white	30-44	some college	moderate	A
IL	male	white	45-64	some college	moderate	A
NV	female	white	18-29	college graduate	moderate	B
MN	female	white	18-29	some college	liberal	A
PA	male	white	30-44	high school graduate	conservative	B
OH	female	black	45-64	some college	conservative	A
GA	male	black	30-44	some college	moderate	A
OH	male	white	18-29	some college	liberal	A
NY	male	white	30-44	college graduate	moderate	B
OH	female	white	65+	high school graduate	conservative	B
MI	female	white	45-64	college graduate	moderate	A
CA	female	black	45-64	college graduate	liberal	A
FL	female	white	30-44	college graduate	moderate	B
KY	male	white	18-29	college graduate	moderate	A
LA	male	white	30-44	some college	liberal	B
CA	female	hispanic	30-44	didn't graduate from HS	moderate	A
MA	male	white	45-64	high school graduate	moderate	B
MD	female	white	65+	high school graduate	moderate	A
VA	female	white	45-64	high school graduate	conservative	B
MA	female	white	18-29	college graduate	liberal	A
LA	female	black	18-29	high school graduate	moderate	A
VT	female	white	30-44	some college	moderate	A
MN	male	white	45-64	college graduate	moderate	A
CA	male	white	45-64	high school graduate	liberal	A
TX	female	hispanic	30-44	didn't graduate from HS	moderate	A
OH	male	white	18-29	college graduate	moderate	B
LA	male	white	45-64	high school graduate	moderate	B
NJ	male	white	65+	high school graduate	liberal	A
TN	male	black	45-64	college graduate	liberal	A
FL	male	white	18-29	some college	conservative	B
IL	female	white	18-29	some college	moderate	B
IA	female	white	30-44	college graduate	conservative	B
CA	female	white	45-64	some college	conservative	B
IL	male	white	18-29	high school graduate	conservative	B
NY	male	white	18-29	college graduate	liberal	A
PA	female	white	30-44	some college	moderate	B
CO	female	hispanic	65+	some college	conservative	B
MO	male	white	18-29	high school graduate	liberal	A
PA	female	black	65+	high school graduate	liberal	A
IN	male	black	30-44	college graduate	liberal	A
MI	female	white	45-64	some college	conservative	B
WI	female	white	18-29	some college	conservative	B
GA	male	white	45-64	didn't graduate from HS	liberal	B
NY	male	white	18-29	some college	moderate	A
NE	male	white	45-64	college graduate	moderate	A
MA	female	white	30-44	college graduate	moderate	A
SC	male	white	65+	college graduate	conservative	B
NC	female	white	65+	some college	moderate	A
GA	female	white	45-64	college graduate	conservative	B
MN	female	white	45-64	college graduate	liberal	A
WI	female	white	18-29	some college	liberal	A
WI	male	white	65+	some college	moderate	B
OH	male	white	30-44	college graduate	conservative	B
CA	female	other	30-44	college graduate	liberal	A
MN	female	white	30-44	high school graduate	moderate	A
NC	female	white	30-44	college graduate	conservative	B
IL	male	black	45-64	some college	moderate	A
GA	female	white	18-29	some college	moderate	A
VA	female	black	45-64	high school graduate	moderate	A
MN	female	other	30-44	some college	moderate	A
CA	male	white	45-64	college graduate	conservative	B
MI	female	other	30-44	some college	conservative	A
AR	female	white	45-64	some college	moderate	B
MD	female	white	30-44	high school graduate	liberal	A
NM	female	other	18-29	high school graduate	moderate	A
IL	male	white	45-64	some college	moderate	B
NJ	female	white	30-44	some college	liberal	A
NY	female	hispanic	30-44	high school graduate	moderate	A
TX	male	hispanic	30-44	high school graduate	liberal	A
PA	female	white	45-64	high school graduate	conservative	A
GA	female	white	45-64	college graduate	conservative	B
FL	female	white	18-29	high school graduate	moderate	B
FL	male	hispanic	45-64	high school graduate	moderate	A
FL	female	white	45-64	some college	conservative	B
CA	male	white	45-64	college graduate	liberal	A
IN	male	black	30-44	some college	liberal	A
LA	male	white	30-44	college graduate	conservative	A
NJ	female	white	30-44	college graduate	moderate	A
TX	female	white	45-64	some college	conservative	B
GA	male	white	45-64	didn't graduate from HS	conservative	B
NY	female	black	30-44	college graduate	moderate	A
OR	male	white	45-64	college graduate	moderate	A
CT	female	white	45-64	high school graduate	moderate	A
MD	male	white	45-64	high school graduate	moderate	B
IL	male	black	45-64	college graduate	conservative	A
AZ	male	hispanic	45-64	college graduate	liberal	A
NY	male	white	45-64	college graduate	conservative	B
WI	male	white	30-44	college graduate	moderate	A
FL	female	white	45-64	some college	conservative	B
MI	male	black	30-44	didn't graduate from HS	moderate	A
CA	male	hispanic	45-64	some college	liberal	A
WI	female	other	18-29	some college	liberal	A
PA	female	hispanic	45-64	college graduate	moderate	A
LA	female	white	45-64	college graduate	moderate	B
MO	male	white	45-64	some college	conservative	B
SC	male	black	18-29	high school graduate	moderate	A
OH	male	white	30-44	some college	moderate	A
NC	female	black	30-44	college graduate	liberal	A
AL	female	white	45-64	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
FL	female	white	65+	some college	conservative	B
MD	female	white	18-29	college graduate	liberal	A
NC	male	white	45-64	high school graduate	liberal	A
OH	male	white	30-44	some college	conservative	B
TX	male	white	45-64	high school graduate	conservative	B
TX	female	white	30-44	college graduate	liberal	A
UT	male	white	30-44	high school graduate	moderate	A
AL	female	white	30-44	high school graduate	conservative	B
TX	male	white	45-64	college graduate	conservative	B
MD	male	white	45-64	college graduate	conservative	B
KY	female	white	45-64	didn't graduate from HS	conservative	A
NY	male	white	45-64	college graduate	conservative	B
MO	male	white	18-29	college graduate	moderate	B
CA	female	hispanic	30-44	college graduate	moderate	B
WI	female	white	45-64	some college	conservative	A
IA	male	white	18-29	high school graduate	liberal	A
TX	female	white	65+	college graduate	moderate	B
CT	female	white	18-29	some college	conservative	A
WI	male	white	45-64	some college	moderate	A
CA	male	white	65+	high school graduate	conservative	B
NC	female	other	18-29	high school graduate	liberal	A
OH	male	hispanic	18-29	didn't graduate from HS	conservative	B
WI	female	white	18-29	didn't graduate from HS	moderate	A
NY	female	black	18-29	college graduate	liberal	A
CA	female	other	45-64	some college	moderate	B
IN	male	white	30-44	college graduate	conservative	B
TX	female	other	30-44	college graduate	conservative	A
NY	male	white	30-44	didn't graduate from HS	liberal	A
WA	female	white	45-64	some college	moderate	A
MO	male	white	45-64	college graduate	conservative	B
NY	male	white	18-29	high school graduate	moderate	A
MO	male	white	65+	college graduate	moderate	A
IN	female	white	65+	high school graduate	moderate	A
CA	female	other	30-44	college graduate	liberal	A
CA	female	hispanic	45-64	some college	conservative	B
AL	female	white	65+	some college	moderate	B
NJ	female	white	45-64	high school graduate	moderate	A
AZ	male	black	18-29	college graduate	liberal	A
WY	male	white	18-29	some college	liberal	A
KS	male	white	18-29	didn't graduate from HS	liberal	A
TN	female	white	45-64	high school graduate	conservative	B
AK	male	white	18-29	some college	liberal	B
MI	female	white	45-64	some college	conservative	B
MS	male	white	30-44	some college	conservative	B
TX	male	white	30-44	some college	conservative	B
IL	male	white	18-29	college graduate	conservative	B
MI	male	black	30-44	high school graduate	liberal	A
AL	male	white	30-44	high school graduate	conservative	B
CT	male	white	65+	college graduate	conservative	B
IN	female	white	30-44	college graduate	moderate	A
NY	female	white	45-64	high school graduate	liberal	A
WA	female	white	65+	some college	moderate	A
IL	female	white	45-64	some college	conservative	B
TX	female	white	30-44	some college	liberal	A
MI	male	white	30-44	high school graduate	conservative	B
NY	male	white	65+	some college	conservative	B
KY	female	white	45-64	college graduate	conservative	B
MA	male	white	45-64	college graduate	liberal	A
CA	female	hispanic	18-29	some college	liberal	A
PA	female	white	65+	some college	moderate	B
CA	female	black	45-64	college graduate	moderate	A
FL	female	white	45-64	college graduate	conservative	B
NY	male	white	18-29	high school graduate	conservative	A
KY	female	white	45-64	college graduate	conservative	B
VA	female	black	45-64	college graduate	moderate	A
IL	male	white	65+	high school graduate	liberal	A
NC	female	white	45-64	some college	conservative	A
FL	male	black	45-64	didn't graduate from HS	moderate	A
PA	female	white	30-44	college graduate	moderate	B
CA	female	other	30-44	college graduate	conservative	A
CA	female	white	65+	some college	moderate	B
IN	male	black	30-44	college graduate	liberal	A
GA	male	white	45-64	some college	liberal	A
WI	male	white	18-29	some college	liberal	A
MI	male	white	45-64	some college	moderate	A
OH	male	white	65+	college graduate	moderate	B
PA	female	white	30-44	some college	conservative	B
KS	male	white	65+	didn't graduate from HS	liberal	A
OK	female	black	45-64	some college	moderate	A
MO	female	white	18-29	some college	moderate	A
WI	male	white	45-64	some college	moderate	B
MA	female	white	30-44	college graduate	moderate	B
TX	male	white	45-64	high school graduate	moderate	A
WA	female	white	45-64	college graduate	moderate	A
CA	female	white	30-44	college graduate	liberal	A
VA	male	white	45-64	college graduate	moderate	B
OH	female	white	45-64	college graduate	moderate	A
KY	male	white	45-64	some college	conservative	B
TX	female	white	30-44	some college	conservative	B
CA	female	white	18-29	college graduate	moderate	B
TN	female	white	45-64	high school graduate	moderate	B
MO	female	white	45-64	high school graduate	conservative	B
MA	male	white	30-44	college graduate	moderate	A
CA	male	other	30-44	college graduate	conservative	B
GA	male	white	18-29	college graduate	moderate	B
SD	male	white	45-64	high school graduate	conservative	B
MN	female	white	18-29	some college	liberal	A
IL	female	white	45-64	college graduate	moderate	A
CA	male	white	65+	college graduate	conservative	B
NJ	male	white	45-64	college graduate	moderate	A
MN	male	white	45-64	college graduate	moderate	A
CA	male	white	30-44	college graduate	moderate	A
FL	female	white	18-29	college graduate	moderate	A
MI	male	white	18-29	some college	liberal	A
NY	female	white	45-64	some college	conservative	B
PA	male	white	65+	college graduate	moderate	B
TX	female	white	45-64	college graduate	moderate	A
LA	male	white	45-64	college graduate	conservative	B
NY	male	white	45-64	college graduate	moderate	A
MA	female	white	45-64	college graduate	liberal	A
AZ	female	hispanic	65+	didn't graduate from HS	moderate	A
MO	male	white	18-29	didn't graduate from HS	conservative	B
PA	female	white	30-44	college graduate	liberal	A
MI	male	white	18-29	some college	moderate	B
GA	female	white	65+	high school graduate	moderate	A
KY	male	white	45-64	some college	moderate	A
NJ	female	white	18-29	high school graduate	moderate	B
MI	male	white	18-29	some college	liberal	A
TN	female	white	30-44	college graduate	moderate	B
CA	female	hispanic	30-44	college graduate	moderate	B
OR	female	white	45-64	some college	moderate	A
TX	female	hispanic	45-64	high school graduate	moderate	A
NJ	male	black	30-44	college graduate	moderate	A
MD	male	black	30-44	some college	moderate	A
NY	male	white	18-29	high school graduate	moderate	B
IL	female	white	30-44	some college	conservative	B
OH	male	white	45-64	high school graduate	conservative	B
WY	female	white	30-44	some college	liberal	B
GA	female	white	30-44	some college	liberal	B
MI	male	white	18-29	high school graduate	conservative	A
WV	female	white	30-44	high school graduate	moderate	A
WV	female	white	45-64	high school graduate	moderate	B
MO	female	white	30-44	college graduate	moderate	B
TN	male	white	18-29	some college	liberal	A
OK	female	white	18-29	some college	conservative	B
KS	male	white	45-64	college graduate	moderate	A
TX	male	hispanic	18-29	didn't graduate from HS	conservative	B
TX	male	black	18-29	didn't graduate from HS	moderate	A
TX	male	white	30-44	high school graduate	conservative	A
WA	male	white	45-64	some college	moderate	A
IN	female	white	30-44	some college	moderate	A
SD	female	white	65+	didn't graduate from HS	conservative	A
PA	male	white	45-64	some college	conservative	B
KY	male	white	30-44	some college	conservative	B
TX	female	white	45-64	some college	moderate	A
NY	male	white	30-44	college graduate	conservative	B
CA	male	hispanic	18-29	high school graduate	liberal	other
CA	male	hispanic	45-64	college graduate	liberal	A
PA	male	white	30-44	college graduate	liberal	A
CA	female	hispanic	30-44	some college	liberal	A
GA	female	black	30-44	college graduate	moderate	A
CT	male	white	30-44	some college	moderate	A
OH	male	white	30-44	some college	moderate	A
PA	male	other	30-44	college graduate	moderate	B
IL	male	white	65+	some college	conservative	B
IL	male	white	45-64	college graduate	conservative	B
NY	male	white	30-44	college graduate	conservative	B
FL	male	white	45-64	college graduate	moderate	A
AR	male	black	45-64	didn't graduate from HS	liberal	A
CO	female	white	65+	college graduate	moderate	A
NC	female	white	45-64	some college	conservative	B
NJ	male	white	30-44	some college	moderate	B
WI	female	white	65+	high school graduate	moderate	A
IN	female	white	18-29	some college	liberal	A
NJ	male	white	18-29	college graduate	moderate	A
OH	male	white	45-64	college graduate	conservative	B
CA	female	white	65+	some college	moderate	B
MN	female	white	18-29	some college	liberal	A
CT	female	white	45-64	some college	moderate	A
TX	female	white	18-29	high school graduate	liberal	A
NY	female	white	45-64	high school graduate	conservative	B
PA	male	white	45-64	high school graduate	conservative	A
MN	female	white	30-44	college graduate	liberal	A
CA	male	white	65+	college graduate	conservative	B
KY	male	white	30-44	didn't graduate from HS	moderate	B
TN	male	white	45-64	college graduate	liberal	A
MI	male	white	30-44	college graduate	liberal	A
PA	female	white	45-64	college graduate	liberal	A
MI	female	white	30-44	high school graduate	liberal	B
PA	female	other	18-29	college graduate	conservative	B
CA	female	hispanic	45-64	college graduate	moderate	A
FL	male	white	30-44	didn't graduate from HS	moderate	B
AZ	female	white	45-64	some college	conservative	B
MI	female	white	65+	high school graduate	moderate	A
PA	male	white	30-44	college graduate	moderate	A
CA	male	white	18-29	high school graduate	liberal	A
OH	female	white	30-44	some college	conservative	B
MI	male	other	30-44	college graduate	liberal	A
AL	male	white	65+	college graduate	conservative	B
ID	female	white	30-44	college graduate	moderate	A
FL	female	hispanic	45-64	college graduate	moderate	B
TX	male	white	30-44	college graduate	moderate	B
LA	female	black	30-44	high school graduate	moderate	A
FL	female	white	30-44	college graduate	conservative	B
CA	female	white	45-64	college graduate	liberal	B
ND	female	white	30-44	some college	conservative	B
WI	female	white	18-29	college graduate	liberal	A
MI	male	white	30-44	college graduate	moderate	A
MA	female	white	30-44	college graduate	moderate	A
NY	female	white	45-64	high school graduate	liberal	A
CA	female	black	45-64	some college	liberal	A
CA	male	white	65+	college graduate	conservative	B
ME	male	white	45-64	college graduate	moderate	B
FL	female	other	65+	some college	moderate	A
IL	female	white	18-29	college graduate	moderate	A
SC	female	black	18-29	college graduate	moderate	A
KY	male	white	65+	high school graduate	moderate	A
CA	male	hispanic	18-29	some college	liberal	A
NC	female	white	30-44	college graduate	conservative	B
NY	female	black	45-64	college graduate	moderate	A
NY	female	white	18-29	some college	moderate	B
OH	male	white	45-64	some college	moderate	B
RI	female	white	45-64	college graduate	moderate	A
WI	male	white	30-44	college graduate	liberal	A
NY	male	white	30-44	college graduate	moderate	B
PA	female	white	30-44	high school graduate	conservative	B
FL	female	white	45-64	some college	conservative	B
IL	female	white	65+	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
PA	female	white	65+	high school graduate	conservative	B
CA	female	white	65+	high school graduate	moderate	B
FL	female	white	30-44	college graduate	liberal	A
FL	female	hispanic	30-44	some college	liberal	A
NY	female	white	18-29	college graduate	moderate	B
IL	female	hispanic	18-29	college graduate	conservative	B
CA	female	white	30-44	college graduate	moderate	A
SC	male	white	30-44	high school graduate	moderate	A
MD	male	white	45-64	college graduate	liberal	A
PA	female	white	30-44	college graduate	moderate	A
PA	female	white	30-44	some college	moderate	B
FL	female	white	30-44	college graduate	moderate	B
OH	male	white	30-44	didn't graduate from HS	conservative	B
TN	female	white	30-44	college graduate	moderate	A
IN	female	white	30-44	some college	moderate	A
NC	female	black	45-64	some college	liberal	A
TN	female	white	30-44	some college	moderate	B
MS	female	black	18-29	high school graduate	liberal	A
MI	female	white	18-29	some college	moderate	B
CT	female	white	65+	some college	conservative	B
FL	female	white	30-44	some college	moderate	B
NM	female	white	30-44	college graduate	moderate	A
IL	male	white	45-64	college graduate	conservative	B
MI	male	white	65+	high school graduate	conservative	B
MO	male	white	18-29	college graduate	liberal	A
OK	female	white	65+	some college	moderate	B
CA	male	white	45-64	college graduate	liberal	A
RI	female	white	30-44	college graduate	liberal	A
PA	female	white	45-64	college graduate	moderate	B
NC	male	white	45-64	college graduate	moderate	A
SC	male	black	45-64	some college	moderate	A
GA	female	white	18-29	some college	moderate	A
FL	male	white	30-44	high school graduate	moderate	B
AL	female	black	30-44	college graduate	liberal	A
KY	male	white	45-64	college graduate	moderate	A
NY	male	white	65+	high school graduate	conservative	B
IL	female	hispanic	30-44	college graduate	moderate	A
OK	male	white	45-64	college graduate	moderate	B
NY	male	white	65+	some college	moderate	A
NJ	female	white	45-64	college graduate	liberal	A
MI	female	white	45-64	college graduate	conservative	B
IL	female	white	45-64	college graduate	liberal	A
TN	male	white	30-44	some college	moderate	A
MN	male	white	45-64	some college	moderate	A
VA	male	white	30-44	college graduate	moderate	A
MI	female	white	45-64	some college	moderate	other
MD	male	white	45-64	college graduate	liberal	A
CA	male	hispanic	18-29	some college	liberal	A
WY	female	white	45-64	college graduate	liberal	B
SC	female	white	30-44	some college	conservative	B
CA	male	other	30-44	college graduate	liberal	A
OK	female	other	30-44	high school graduate	moderate	A
CA	female	hispanic	18-29	some college	moderate	A
NY	female	white	30-44	high school graduate	conservative	B
CA	female	hispanic	18-29	some college	moderate	A
OH	female	white	45-64	high school graduate	liberal	A
AZ	female	white	65+	some college	liberal	A
NY	female	white	18-29	college graduate	moderate	A
AL	female	white	30-44	college graduate	conservative	B
VA	male	white	45-64	college graduate	conservative	B
NC	female	white	18-29	college graduate	conservative	B
NY	female	white	18-29	some college	moderate	other
OH	male	black	45-64	some college	moderate	A
NJ	male	white	45-64	some college	moderate	A
MO	female	white	18-29	some college	moderate	B
OH	male	white	30-44	high school graduate	conservative	B
MI	male	white	18-29	high school graduate	liberal	A
NY	female	white	45-64	college graduate	moderate	A
CA	female	white	18-29	some college	moderate	other
FL	female	white	30-44	some college	liberal	A
MA	female	white	45-64	some college	moderate	B
FL	male	black	18-29	didn't graduate from HS	liberal	A
MI	female	white	30-44	college graduate	conservative	B
TN	female	white	65+	some college	moderate	B
MA	male	white	65+	some college	liberal	A
CA	female	hispanic	45-64	college graduate	moderate	A
GA	male	black	18-29	some college	liberal	A
PA	male	white	45-64	college graduate	conservative	B
MD	male	white	45-64	college graduate	moderate	A
OK	female	white	18-29	college graduate	conservative	B
MT	female	white	18-29	high school graduate	moderate	A
IN	female	white	18-29	some college	liberal	A
GA	female	black	18-29	college graduate	liberal	A
WI	male	white	45-64	high school graduate	conservative	B
TN	male	other	45-64	college graduate	liberal	A
GA	male	white	45-64	college graduate	liberal	A
GA	female	white	45-64	college graduate	moderate	A
CT	female	white	45-64	college graduate	liberal	A
NJ	female	white	45-64	college graduate	moderate	A
RI	female	white	45-64	college graduate	liberal	A
NY	male	white	30-44	college graduate	liberal	other
FL	male	white	30-44	some college	conservative	A
TN	female	white	45-64	some college	moderate	A
TX	male	white	65+	high school graduate	moderate	B
MA	male	other	30-44	college graduate	moderate	other
TX	female	hispanic	30-44	some college	conservative	A
CA	male	white	45-64	some college	moderate	A
CA	female	white	18-29	college graduate	moderate	A
NE	male	white	45-64	high school graduate	moderate	B
MA	male	white	45-64	college graduate	conservative	A
NJ	male	white	45-64	college graduate	moderate	A
VA	female	white	30-44	college graduate	liberal	A
TX	female	hispanic	30-44	high school graduate	moderate	A
KY	female	white	45-64	college graduate	conservative	B
OH	male	white	30-44	high school graduate	moderate	A
CT	female	white	45-64	college graduate	liberal	A
IL	female	white	30-44	college graduate	conservative	B
AZ	male	white	30-44	some college	conservative	B
MS	female	black	18-29	some college	liberal	A
KS	male	hispanic	30-44	some college	conservative	B
CA	male	white	30-44	some college	liberal	A
CT	male	white	45-64	some college	conservative	B
PA	male	white	45-64	high school graduate	conservative	B
CA	male	black	45-64	some college	moderate	A
MN	male	white	45-64	college graduate	conservative	A
CA	female	other	45-64	some college	conservative	B
IL	female	hispanic	65+	high school graduate	moderate	A
CA	female	hispanic	65+	didn't graduate from HS	moderate	B
VA	female	white	45-64	some college	moderate	A
NY	female	white	65+	college graduate	moderate	A
