state	sex	race	age	education	ideology	vote
MA	male	white	18-29	college graduate	moderate	B
NY	female	other	30-44	college graduate	liberal	A
KY	female	white	45-64	some college	conservative	B
MD	female	white	18-29	college graduate	conservative	B
AL	female	white	45-64	college graduate	moderate	B
AL	male	black	45-64	college graduate	moderate	A
PA	male	black	45-64	some college	moderate	A
WA	female	white	65+	some college	conservative	A
CA	male	black	18-29	some college	moderate	A
NY	female	white	45-64	college graduate	conservative	B
AZ	female	hispanic	18-29	some college	moderate	A
IN	male	white	18-29	high school graduate	liberal	A
GA	female	white	18-29	college graduate	liberal	A
TX	male	white	18-29	some college	conservative	B
FL	female	white	45-64	some college	conservative	B
OR	female	white	45-64	high school graduate	conservative	A
NJ	male	white	45-64	college graduate	moderate	A
TX	male	white	45-64	high school graduate	conservative	B
MD	male	other	45-64	college graduate	moderate	A
IL	female	white	45-64	college graduate	liberal	A
MI	male	white	45-64	high school graduate	liberal	B
CA	male	white	65+	college graduate	liberal	A
CA	female	white	45-64	college graduate	moderate	A
IL	female	white	18-29	college graduate	liberal	A
CA	female	hispanic	30-44	didn't graduate from HS	liberal	A
CO	female	white	65+	high school graduate	conservative	B
CA	female	hispanic	45-64	some college	liberal	A
GA	female	white	30-44	high school graduate	moderate	B
CA	female	white	65+	high school graduate	moderate	B
MS	female	white	30-44	college graduate	conservative	B
CT	female	hispanic	30-44	some college	liberal	A
IL	male	white	18-29	college graduate	conservative	B
NY	male	white	30-44	college graduate	moderate	A
AZ	female	white	30-44	high school graduate	conservative	A
CA	male	white	30-44	some college	liberal	A
FL	female	white	65+	some college	moderate	B
PA	female	white	45-64	college graduate	conservative	B
AL	female	other	18-29	some college	liberal	A
OH	female	white	65+	high school graduate	moderate	A
MD	female	white	30-44	college graduate	conservative	B
MI	male	white	30-44	some college	conservative	B
IL	male	white	45-64	high school graduate	moderate	A
CA	female	white	45-64	college graduate	conservative	B
PA	female	black	30-44	college graduate	liberal	A
NY	female	white	45-64	college graduate	conservative	A
AR	male	black	45-64	high school graduate	liberal	A
CA	male	white	45-64	college graduate	moderate	B
KY	female	white	65+	high school graduate	conservative	B
TN	female	white	45-64	college graduate	conservative	B
MD	female	black	30-44	college graduate	liberal	A
MI	male	white	30-44	some college	conservative	A
MN	male	white	18-29	high school graduate	conservative	B
WI	female	white	30-44	some college	liberal	A
MI	male	white	65+	some college	moderate	A
GA	female	white	30-44	college graduate	moderate	B
NY	male	white	18-29	college graduate	conservative	B
PA	female	white	45-64	college graduate	moderate	B
MD	female	black	30-44	college graduate	conservative	A
IN	female	white	45-64	high school graduate	conservative	A
PA	female	white	45-64	college graduate	liberal	A
PA	male	white	65+	some college	moderate	B
FL	female	white	30-44	college graduate	moderate	B
TX	female	white	18-29	college graduate	liberal	B
KY	male	white	45-64	college graduate	conservative	B
MA	male	white	30-44	some college	moderate	B
RI	male	white	18-29	college graduate	conservative	B
NY	male	white	45-64	college graduate	conservative	A
NY	female	black	45-64	didn't graduate from HS	moderate	A
CA	female	white	45-64	college graduate	moderate	A
TN	male	other	45-64	college graduate	liberal	A
PA	male	white	45-64	high school graduate	moderate	A
IN	female	white	45-64	high school graduate	conservative	B
KY	female	white	65+	college graduate	conservative	B
OH	male	white	65+	some college	moderate	B
IA	male	white	30-44	college graduate	liberal	A
MA	female	white	30-44	college graduate	liberal	A
CA	male	other	45-64	high school graduate	moderate	A
IL	male	white	45-64	college graduate	moderate	B
NM	female	other	30-44	some college	moderate	A
GA	female	black	45-64	college graduate	moderate	A
CA	male	white	18-29	high school graduate	moderate	A
OK	male	white	18-29	high school graduate	conservative	B
FL	male	black	18-29	some college	liberal	A
PA	male	white	30-44	high school graduate	liberal	B
NC	female	white	45-64	some college	moderate	A
MD	male	white	30-44	high school graduate	conservative	B
AK	female	white	30-44	some college	moderate	A
KY	female	white	45-64	some college	conservative	B
IL	female	white	18-29	college graduate	liberal	A
SC	female	black	45-64	some college	moderate	A
NC	male	white	45-64	some college	conservative	B
FL	female	white	30-44	college graduate	moderate	B
OH	female	white	45-64	some college	moderate	B
AZ	female	white	18-29	college graduate	liberal	A
TX	male	hispanic	18-29	college graduate	moderate	A
AZ	male	white	30-44	college graduate	moderate	B
PA	female	white	30-44	college graduate	conservative	B
CA	female	other	45-64	some college	liberal	A
MA	male	white	45-64	college graduate	moderate	A
MO	male	white	45-64	college graduate	conservative	B
TX	male	white	65+	didn't graduate from HS	moderate	B
CA	male	hispanic	30-44	college graduate	conservative	A
ID	female	white	45-64	some college	moderate	B
MI	female	white	45-64	college graduate	liberal	A
NJ	female	white	18-29	some college	liberal	A
PA	male	white	30-44	college graduate	moderate	B
NJ	female	white	30-44	college graduate	moderate	A
CA	male	hispanic	18-29	college graduate	liberal	A
AL	female	white	45-64	some college	moderate	A
NJ	female	black	18-29	some college	moderate	A
NY	female	white	45-64	some college	liberal	A
NC	male	white	18-29	some college	conservative	B
NY	female	other	30-44	college graduate	conservative	A
MI	male	white	30-44	some college	moderate	B
FL	female	white	45-64	college graduate	conservative	B
WI	male	white	30-44	college graduate	liberal	A
CA	male	hispanic	18-29	some college	moderate	B
NC	male	white	18-29	high school graduate	moderate	A
FL	male	black	18-29	high school graduate	moderate	A
WI	female	white	30-44	college graduate	liberal	A
PA	male	white	65+	high school graduate	conservative	B
LA	female	black	45-64	high school graduate	moderate	A
OK	male	black	30-44	high school graduate	liberal	A
TN	male	white	65+	college graduate	moderate	A
ME	male	white	45-64	college graduate	moderate	B
CA	male	white	65+	some college	conservative	B
IN	female	white	18-29	didn't graduate from HS	conservative	A
MD	male	black	45-64	college graduate	moderate	A
PA	female	white	30-44	some college	conservative	B
NC	female	white	45-64	high school graduate	conservative	B
TN	male	white	30-44	college graduate	liberal	A
OH	male	white	18-29	high school graduate	moderate	B
IL	female	white	65+	college graduate	moderate	B
MD	female	white	45-64	some college	moderate	B
TX	female	white	30-44	high school graduate	conservative	B
NY	male	white	45-64	college graduate	liberal	A
CA	female	hispanic	30-44	high school graduate	conservative	A
LA	male	white	18-29	high school graduate	conservative	B
OH	male	white	65+	some college	liberal	A
FL	female	white	45-64	high school graduate	moderate	B
WI	male	white	30-44	college graduate	conservative	B
CA	male	white	30-44	college graduate	conservative	B
VA	female	black	30-44	high school graduate	moderate	A
MN	female	other	30-44	some college	moderate	A
GA	male	white	45-64	didn't graduate from HS	moderate	B
MI	female	white	30-44	high school graduate	moderate	A
CA	male	white	65+	college graduate	conservative	B
MA	female	white	45-64	some college	moderate	B
MD	female	white	30-44	college graduate	conservative	B
AK	male	white	45-64	some college	moderate	B
MO	female	white	18-29	college graduate	liberal	A
OH	female	white	30-44	college graduate	moderate	B
CA	male	white	30-44	some college	moderate	A
MD	female	white	65+	high school graduate	conservative	B
NY	female	white	65+	high school graduate	liberal	A
MI	male	white	18-29	high school graduate	liberal	A
NC	female	white	45-64	some college	moderate	A
GA	female	white	45-64	high school graduate	moderate	A
CA	male	white	45-64	college graduate	liberal	A
IN	female	white	45-64	college graduate	conservative	B
OH	male	white	45-64	high school graduate	moderate	A
FL	male	white	45-64	high school graduate	moderate	A
MS	female	white	30-44	some college	conservative	B
CA	female	white	45-64	high school graduate	moderate	A
WI	female	black	18-29	high school graduate	liberal	A
TN	female	white	30-44	high school graduate	moderate	B
MN	male	other	30-44	some college	conservative	B
VA	female	other	18-29	some college	moderate	B
NH	female	white	45-64	college graduate	moderate	B
AK	male	white	18-29	some college	liberal	B
MD	female	white	45-64	some college	liberal	A
VT	female	white	65+	college graduate	conservative	A
VA	male	white	65+	some college	conservative	B
WI	male	white	18-29	high school graduate	moderate	A
RI	male	white	45-64	college graduate	liberal	A
MD	female	white	45-64	college graduate	moderate	A
GA	female	black	18-29	some college	moderate	A
CA	male	other	45-64	college graduate	moderate	A
IN	male	white	30-44	high school graduate	moderate	B
OH	male	white	65+	some college	moderate	A
MI	female	white	30-44	college graduate	moderate	A
PA	female	white	65+	high school graduate	moderate	B
WA	female	white	65+	some college	conservative	B
NJ	male	white	45-64	college graduate	moderate	A
FL	female	white	45-64	college graduate	conservative	B
CO	female	white	45-64	high school graduate	liberal	A
NY	female	white	45-64	high school graduate	liberal	A
CA	male	white	65+	didn't graduate from HS	moderate	A
OR	female	white	45-64	some college	conservative	B
MO	female	white	65+	some college	conservative	B
PA	male	white	30-44	some college	moderate	B
OH	female	white	18-29	college graduate	conservative	B
NC	female	white	18-29	college graduate	moderate	A
NE	male	white	45-64	high school graduate	moderate	B
NY	male	white	30-44	college graduate	conservative	B
SD	female	white	30-44	some college	moderate	A
AL	male	white	30-44	some college	liberal	B
VA	female	other	18-29	college graduate	liberal	A
PA	female	white	45-64	high school graduate	liberal	A
FL	male	white	65+	some college	moderate	A
LA	male	black	18-29	college graduate	liberal	A
OH	male	hispanic	30-44	some college	conservative	B
IN	female	white	65+	some college	conservative	B
NC	male	black	45-64	high school graduate	moderate	A
MA	female	white	30-44	college graduate	conservative	B
OH	male	white	18-29	high school graduate	moderate	A
VA	female	white	30-44	college graduate	moderate	B
MN	male	white	30-44	college graduate	conservative	B
CA	male	white	30-44	college graduate	moderate	B
IL	female	hispanic	18-29	high school graduate	moderate	A
TX	male	hispanic	65+	some college	moderate	A
NC	female	white	30-44	college graduate	moderate	B
MO	female	white	30-44	some college	liberal	A
NY	male	white	30-44	high school graduate	conservative	B
IL	male	white	45-64	college graduate	moderate	B
MO	male	white	45-64	high school graduate	moderate	B
NC	female	white	65+	college graduate	conservative	B
VA	female	black	30-44	college graduate	liberal	A
NJ	female	white	18-29	college graduate	moderate	B
IL	female	white	18-29	some college	liberal	A
NY	male	white	18-29	some college	liberal	A
MA	male	white	65+	some college	liberal	A
WI	female	white	45-64	college graduate	liberal	A
PA	female	white	65+	college graduate	conservative	B
IL	male	white	45-64	some college	conservative	B
IL	female	white	30-44	college graduate	moderate	B
TN	female	white	18-29	college graduate	moderate	A
MA	male	white	45-64	some college	moderate	A
NY	female	white	65+	college graduate	liberal	A
MD	female	white	30-44	college graduate	moderate	A
LA	female	black	18-29	didn't graduate from HS	moderate	A
IL	male	black	18-29	some college	conservative	A
OH	female	white	65+	high school graduate	moderate	A
PA	female	white	30-44	college graduate	moderate	B
CA	male	black	65+	some college	liberal	A
CA	male	other	30-44	college graduate	liberal	A
FL	female	white	45-64	college graduate	moderate	A
LA	female	white	45-64	some college	conservative	B
NJ	female	white	30-44	college graduate	moderate	A
OH	female	white	45-64	some college	moderate	A
NC	female	white	45-64	college graduate	conservative	B
CA	female	hispanic	30-44	high school graduate	conservative	B
IL	female	white	30-44	some college	liberal	A
FL	male	white	18-29	some college	liberal	A
TX	male	hispanic	30-44	didn't graduate from HS	liberal	A
CA	female	white	45-64	college graduate	liberal	A
MA	female	white	45-64	some college	moderate	B
CA	male	white	65+	some college	conservative	A
PA	female	white	45-64	some college	conservative	A
NH	male	white	18-29	high school graduate	moderate	A
TX	female	hispanic	45-64	didn't graduate from HS	moderate	A
NY	female	white	18-29	college graduate	liberal	A
AL	female	white	18-29	didn't graduate from HS	conservative	B
TN	male	black	45-64	high school graduate	liberal	A
LA	male	white	18-29	high school graduate	conservative	B
IN	male	white	30-44	high school graduate	conservative	B
NC	female	white	18-29	college graduate	conservative	B
MN	male	white	65+	college graduate	moderate	A
FL	female	black	30-44	some college	moderate	A
IL	female	white	45-64	some college	conservative	B
CT	male	hispanic	30-44	some college	liberal	A
AK	male	white	45-64	college graduate	liberal	A
VA	male	white	45-64	some college	conservative	B
KY	female	white	18-29	some college	liberal	A
MI	male	white	30-44	high school graduate	moderate	A
CA	female	black	45-64	didn't graduate from HS	moderate	A
NC	female	black	45-64	some college	liberal	A
IN	male	white	45-64	some college	conservative	B
AR	female	black	18-29	some college	liberal	A
WI	male	white	18-29	some college	conservative	B
KY	female	white	45-64	college graduate	conservative	B
IL	male	black	30-44	some college	conservative	A
GA	male	white	18-29	college graduate	conservative	B
NY	female	white	30-44	college graduate	liberal	A
MI	female	white	45-64	college graduate	moderate	A
IL	female	white	65+	some college	conservative	B
NY	male	black	45-64	college graduate	liberal	A
LA	female	black	18-29	college graduate	moderate	A
OH	female	white	45-64	high school graduate	conservative	B
NH	male	white	65+	college graduate	liberal	A
IN	female	white	30-44	college graduate	conservative	B
MO	female	white	45-64	some college	conservative	B
NE	female	white	45-64	college graduate	conservative	B
NY	female	white	30-44	some college	moderate	B
VT	male	white	45-64	high school graduate	moderate	A
OH	male	white	45-64	college graduate	moderate	B
TN	female	white	45-64	high school graduate	moderate	A
KY	female	white	45-64	some college	conservative	B
NY	male	black	45-64	some college	moderate	A
OK	female	black	65+	some college	conservative	A
NY	female	black	30-44	some college	liberal	A
GA	male	black	45-64	college graduate	moderate	A
PA	female	white	18-29	some college	moderate	A
CA	female	white	18-29	high school graduate	conservative	B
TX	male	black	30-44	college graduate	conservative	B
NY	female	white	18-29	some college	liberal	A
IL	male	white	30-44	college graduate	moderate	A
NY	female	white	45-64	college graduate	liberal	B
IN	female	white	18-29	college graduate	conservative	B
IN	female	white	65+	college graduate	conservative	B
WI	female	white	30-44	high school graduate	moderate	B
WI	male	white	45-64	college graduate	moderate	A
TX	male	hispanic	18-29	some college	moderate	A
CA	male	black	18-29	high school graduate	moderate	A
MN	female	white	45-64	some college	liberal	A
FL	male	other	18-29	high school graduate	liberal	A
WI	male	white	65+	college graduate	moderate	A
NC	female	black	18-29	high school graduate	moderate	A
CA	male	white	65+	some college	moderate	A
OH	male	white	18-29	some college	conservative	B
NY	male	white	45-64	some college	moderate	B
GA	male	black	30-44	some college	moderate	A
SC	male	black	18-29	some college	liberal	A
AZ	female	hispanic	30-44	college graduate	moderate	B
FL	male	white	65+	college graduate	conservative	B
CA	female	hispanic	30-44	college graduate	moderate	A
GA	female	white	45-64	college graduate	moderate	B
NY	female	white	45-64	college graduate	moderate	B
MA	male	white	30-44	college graduate	liberal	A
LA	female	white	45-64	college graduate	conservative	B
AL	female	white	18-29	high school graduate	moderate	B
WY	female	white	45-64	high school graduate	conservative	A
FL	male	hispanic	30-44	college graduate	conservative	B
NY	female	white	65+	didn't graduate from HS	conservative	B
NC	male	white	30-44	some college	moderate	B
NY	female	white	45-64	some college	conservative	B
CA	female	white	65+	some college	moderate	B
CA	female	other	18-29	college graduate	liberal	A
CA	female	white	45-64	college graduate	moderate	A
ND	male	white	18-29	some college	conservative	B
CA	female	other	18-29	some college	moderate	A
KY	male	white	18-29	some college	moderate	A
MI	female	other	45-64	some college	conservative	B
PA	female	white	45-64	college graduate	moderate	A
LA	male	white	45-64	college graduate	conservative	B
GA	female	white	45-64	some college	liberal	A
OK	male	black	30-44	some college	conservative	A
NY	female	white	65+	didn't graduate from HS	moderate	A
OH	female	hispanic	30-44	college graduate	conservative	B
TX	female	white	30-44	some college	liberal	A
CA	female	hispanic	45-64	didn't graduate from HS	moderate	A
OH	female	white	65+	high school graduate	conservative	B
MD	male	black	45-64	some college	liberal	A
AZ	female	hispanic	30-44	college graduate	liberal	A
NY	male	white	30-44	college graduate	moderate	A
CA	female	white	45-64	college graduate	conservative	B
IN	female	hispanic	30-44	some college	moderate	A
VA	male	white	30-44	college graduate	moderate	B
PA	female	white	45-64	college graduate	conservative	B
GA	male	white	45-64	some college	conservative	B
CA	male	black	30-44	college graduate	moderate	A
CA	female	other	30-44	college graduate	conservative	B
MD	male	white	45-64	high school graduate	conservative	B
NJ	male	white	30-44	some college	moderate	A
WI	female	white	18-29	high school graduate	moderate	A
MA	male	white	45-64	college graduate	liberal	A
MS	female	white	45-64	college graduate	conservative	B
MI	male	white	65+	high school graduate	conservative	B
OK	female	white	45-64	college graduate	liberal	A
NY	female	white	30-44	college graduate	moderate	B
CA	female	white	65+	college graduate	conservative	B
PA	female	white	30-44	high school graduate	conservative	B
WI	female	white	45-64	high school graduate	moderate	B
PA	female	white	30-44	college graduate	liberal	A
MA	female	white	65+	college graduate	moderate	A
CA	female	white	45-64	college graduate	liberal	A
WI	male	white	65+	high school graduate	conservative	A
NY	female	white	18-29	some college	liberal	A
MI	female	white	45-64	high school graduate	moderate	A
IL	female	white	18-29	some college	conservative	B
CO	female	white	65+	college graduate	moderate	A
CA	male	white	30-44	high school graduate	moderate	A
NY	male	white	65+	college graduate	liberal	A
OK	male	white	45-64	some college	conservative	B
WI	female	white	30-44	college graduate	conservative	B
AL	male	black	18-29	some college	moderate	A
NY	male	white	45-64	some college	liberal	A
MD	female	black	65+	college graduate	moderate	A
FL	female	white	45-64	high school graduate	conservative	B
NY	male	white	45-64	high school graduate	moderate	B
FL	male	white	45-64	some college	conservative	A
FL	female	white	30-44	some college	conservative	B
VA	female	white	30-44	college graduate	moderate	B
MD	female	white	30-44	college graduate	moderate	A
TX	male	hispanic	65+	didn't graduate from HS	moderate	A
NY	female	white	30-44	college graduate	moderate	A
OH	male	white	45-64	college graduate	moderate	B
IN	male	black	30-44	some college	liberal	A
CA	male	other	45-64	college graduate	conservative	B
GA	male	white	65+	some college	moderate	B
IN	female	white	30-44	high school graduate	conservative	B
TX	male	white	30-44	some college	conservative	B
MI	female	white	45-64	high school graduate	moderate	A
NY	male	white	18-29	college graduate	moderate	A
CA	female	white	45-64	college graduate	liberal	A
IL	male	white	18-29	some college	moderate	B
IL	male	black	30-44	some college	moderate	A
NE	male	white	65+	high school graduate	liberal	B
KY	female	white	30-44	some college	moderate	A
NY	female	hispanic	18-29	high school graduate	liberal	A
CA	female	hispanic	18-29	college graduate	moderate	A
VA	male	white	45-64	college graduate	liberal	A
NJ	male	white	65+	college graduate	conservative	B
GA	female	black	30-44	some college	liberal	A
AZ	female	white	18-29	some college	moderate	B
IL	male	other	18-29	college graduate	moderate	A
NY	male	hispanic	45-64	some college	liberal	A
IL	female	white	45-64	college graduate	liberal	B
MD	male	black	18-29	didn't graduate from HS	liberal	A
CA	male	black	45-64	college graduate	liberal	A
WI	male	white	45-64	high school graduate	moderate	A
KY	male	white	30-44	college graduate	liberal	A
CA	male	white	65+	high school graduate	conservative	B
IL	male	black	18-29	some college	liberal	A
NY	male	white	45-64	college graduate	liberal	A
CA	female	white	45-64	college graduate	liberal	A
DE	female	white	30-44	college graduate	liberal	A
OH	male	black	45-64	high school graduate	conservative	A
NJ	male	white	45-64	college graduate	moderate	A
NY	female	black	45-64	some college	liberal	A
MI	female	other	30-44	college graduate	moderate	A
OH	male	white	30-44	high school graduate	liberal	A
RI	female	white	45-64	college graduate	conservative	B
MA	female	white	65+	high school graduate	conservative	B
MS	male	white	65+	some college	conservative	B
MA	male	white	30-44	some college	liberal	A
NY	male	white	45-64	some college	moderate	A
MN	male	white	65+	college graduate	liberal	A
WA	female	white	45-64	some college	conservative	B
VT	female	white	65+	college graduate	conservative	A
MI	female	white	45-64	college graduate	conservative	B
IL	male	white	65+	high school graduate	liberal	A
PA	male	white	30-44	college graduate	liberal	A
VA	female	black	18-29	didn't graduate from HS	conservative	B
WI	male	white	45-64	college graduate	moderate	A
NY	female	black	30-44	some college	moderate	A
NJ	male	black	30-44	college graduate	moderate	A
GA	female	white	18-29	college graduate	moderate	A
OH	male	white	30-44	college graduate	conservative	B
MD	female	white	45-64	college graduate	moderate	A
PA	female	white	18-29	college graduate	liberal	A
MI	female	black	45-64	college graduate	liberal	A
TN	female	white	18-29	college graduate	moderate	A
CA	female	hispanic	65+	some college	moderate	A
CA	male	white	65+	college graduate	liberal	A
TX	male	white	18-29	some college	conservative	B
NY	female	white	18-29	college graduate	moderate	A
PA	male	white	45-64	college graduate	moderate	A
PA	female	white	45-64	some college	moderate	B
OR	female	white	45-64	college graduate	moderate	B
MD	female	black	30-44	some college	moderate	A
IL	male	white	30-44	college graduate	liberal	A
NC	female	black	18-29	some college	liberal	A
OH	female	white	30-44	some college	moderate	B
NY	male	white	18-29	college graduate	moderate	A
MD	male	black	18-29	college graduate	moderate	A
PA	male	white	18-29	college graduate	liberal	A
MA	female	white	45-64	some college	moderate	B
WI	male	white	30-44	college graduate	conservative	B
GA	female	white	45-64	college graduate	moderate	B
MO	male	white	45-64	some college	conservative	B
FL	female	white	45-64	college graduate	liberal	A
FL	male	hispanic	18-29	some college	moderate	A
WV	female	white	45-64	high school graduate	moderate	B
CA	male	black	45-64	some college	liberal	A
CA	female	black	30-44	some college	moderate	A
CA	female	white	45-64	some college	liberal	A
MO	female	white	30-44	some college	conservative	B
NH	male	white	45-64	some college	conservative	B
CA	female	black	18-29	some college	liberal	A
MA	female	hispanic	18-29	college graduate	liberal	A
NY	female	white	30-44	college graduate	liberal	A
WI	male	white	45-64	college graduate	moderate	A
GA	female	white	45-64	some college	conservative	B
CA	male	white	30-44	college graduate	liberal	A
OH	female	white	30-44	high school graduate	moderate	A
NY	male	white	18-29	college graduate	conservative	B
CA	female	white	45-64	high school graduate	moderate	A
IN	male	hispanic	30-44	some college	moderate	A
CA	male	other	45-64	college graduate	conservative	B
TX	female	white	65+	some college	moderate	B
TX	male	white	45-64	high school graduate	moderate	B
TX	female	hispanic	45-64	some college	moderate	A
AZ	female	white	45-64	some college	conservative	B
NC	male	white	65+	high school graduate	moderate	B
AR	female	white	45-64	some college	moderate	A
ID	female	white	18-29	some college	moderate	A
NJ	male	white	18-29	some college	liberal	A
NY	male	other	30-44	some college	moderate	A
MO	female	white	45-64	some college	liberal	A
TX	female	white	18-29	some college	moderate	B
TN	male	white	45-64	high school graduate	moderate	B
NY	male	white	18-29	college graduate	conservative	B
PA	female	white	18-29	some college	moderate	A
CA	male	hispanic	18-29	some college	liberal	A
NY	female	white	65+	college graduate	moderate	B
OH	female	white	45-64	college graduate	liberal	A
TX	female	black	18-29	some college	liberal	A
KY	male	white	45-64	high school graduate	moderate	B
NY	female	black	45-64	high school graduate	conservative	A
OH	male	white	45-64	high school graduate	conservative	B
IN	male	black	30-44	some college	liberal	A
MS	female	white	65+	didn't graduate from HS	liberal	B
OK	male	white	18-29	some college	liberal	A
IL	female	hispanic	18-29	some college	liberal	A
FL	female	white	30-44	some college	moderate	B
TX	female	white	18-29	college graduate	liberal	A
TN	female	white	18-29	some college	liberal	A
MI	female	white	18-29	some college	liberal	A
GA	male	black	45-64	some college	moderate	A
IL	female	white	30-44	didn't graduate from HS	moderate	A
FL	male	white	45-64	college graduate	liberal	A
OH	male	white	45-64	high school graduate	moderate	B
IN	female	white	65+	high school graduate	conservative	B
NJ	male	white	65+	college graduate	liberal	A
IL	female	white	45-64	college graduate	liberal	A
CA	female	white	65+	college graduate	liberal	A
NY	female	white	30-44	college graduate	liberal	A
LA	female	white	45-64	college graduate	conservative	B
AZ	female	white	30-44	high school graduate	moderate	A
MI	male	white	45-64	college graduate	moderate	A
CA	female	white	65+	some college	liberal	A
OH	female	black	45-64	some college	conservative	A
CA	female	white	18-29	college graduate	liberal	A
CA	male	white	65+	college graduate	liberal	A
FL	female	white	65+	high school graduate	conservative	B
NY	male	white	65+	high school graduate	conservative	A
MS	male	white	30-44	college graduate	conservative	B
NJ	male	white	30-44	some college	moderate	B
MD	female	black	45-64	college graduate	moderate	A
NC	female	white	45-64	some college	conservative	B
CA	female	hispanic	18-29	didn't graduate from HS	conservative	A
NY	female	white	30-44	college graduate	moderate	A
GA	female	white	45-64	some college	moderate	B
FL	female	black	30-44	high school graduate	liberal	A
WY	female	white	45-64	some college	conservative	B
RI	female	white	45-64	some college	moderate	A
SC	male	white	45-64	high school graduate	conservative	B
MO	female	white	30-44	college graduate	moderate	A
IL	male	white	30-44	some college	conservative	A
GA	female	white	18-29	high school graduate	conservative	A
CA	female	white	65+	some college	conservative	B
AR	female	black	30-44	some college	moderate	A
WI	male	white	18-29	some college	liberal	A
NJ	male	white	18-29	some college	liberal	A
NE	female	white	45-64	some college	liberal	B
CA	male	other	18-29	some college	moderate	A
MT	female	white	18-29	some college	moderate	B
NE	male	white	45-64	high school graduate	moderate	B
PA	female	white	30-44	college graduate	liberal	A
CA	female	black	30-44	college graduate	moderate	B
TX	female	black	30-44	college graduate	moderate	A
CA	female	white	65+	some college	conservative	B
CA	female	white	45-64	college graduate	liberal	B
MO	male	white	45-64	college graduate	conservative	B
KS	male	white	45-64	some college	moderate	B
MA	female	white	30-44	some college	moderate	A
IL	female	other	30-44	college graduate	moderate	A
AR	male	white	30-44	college graduate	liberal	A
AR	female	white	30-44	some college	moderate	A
CA	female	white	45-64	college graduate	moderate	A
PA	female	white	30-44	college graduate	liberal	A
FL	female	hispanic	45-64	some college	moderate	A
TX	male	white	45-64	some college	moderate	B
IL	male	white	65+	college graduate	liberal	A
FL	male	white	45-64	some college	liberal	A
MA	female	other	45-64	didn't graduate from HS	liberal	A
MO	female	white	30-44	some college	conservative	B
NJ	male	white	30-44	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	A
FL	male	white	30-44	college graduate	moderate	A
CA	female	hispanic	65+	college graduate	conservative	B
GA	female	black	18-29	didn't graduate from HS	conservative	A
IL	female	white	65+	college graduate	moderate	B
NY	female	white	45-64	college graduate	moderate	B
PA	female	white	18-29	some college	liberal	A
AZ	female	white	45-64	some college	moderate	A
TX	female	white	45-64	some college	moderate	B
NC	male	white	30-44	some college	moderate	B
NJ	female	white	45-64	college graduate	moderate	B
OH	male	white	30-44	college graduate	moderate	A
CT	male	black	65+	college graduate	moderate	A
OR	female	white	45-64	college graduate	moderate	A
PA	female	white	30-44	college graduate	liberal	A
NY	female	other	18-29	high school graduate	liberal	A
SD	female	white	30-44	college graduate	moderate	A
FL	female	white	65+	college graduate	liberal	A
GA	male	black	30-44	college graduate	moderate	A
GA	female	black	30-44	didn't graduate from HS	moderate	A
CT	female	white	45-64	some college	conservative	B
IA	male	white	45-64	some college	moderate	A
IN	male	white	45-64	some college	liberal	A
NY	female	white	45-64	some college	conservative	B
MI	female	white	65+	college graduate	liberal	A
AL	male	other	45-64	college graduate	liberal	A
VA	female	white	18-29	college graduate	liberal	A
KY	male	white	45-64	some college	conservative	B
NY	male	white	45-64	some college	moderate	A
IN	female	white	65+	some college	conservative	B
KY	female	other	30-44	some college	conservative	B
MD	female	black	18-29	high school graduate	conservative	A
PA	female	white	45-64	college graduate	liberal	A
NE	female	white	45-64	some college	conservative	B
CA	female	white	45-64	college graduate	moderate	A
CA	female	black	45-64	some college	moderate	A
IL	female	white	18-29	some college	moderate	A
MA	male	white	18-29	college graduate	moderate	A
FL	female	hispanic	45-64	college graduate	moderate	A
OH	female	white	65+	some college	moderate	B
TX	male	white	45-64	some college	conservative	B
GA	male	white	45-64	college graduate	liberal	A
NY	male	white	18-29	some college	conservative	B
MD	male	white	30-44	high school graduate	moderate	B
CA	female	white	65+	some college	conservative	A
FL	female	white	30-44	college graduate	liberal	A
NY	female	white	65+	college graduate	liberal	A
FL	male	white	65+	some college	conservative	B
MI	female	white	30-44	college graduate	moderate	A
WV	male	white	18-29	high school graduate	conservative	B
IL	female	white	65+	college graduate	moderate	B
CA	female	white	45-64	college graduate	liberal	A
CA	male	white	45-64	college graduate	moderate	A
GA	male	black	30-44	high school graduate	conservative	A
MI	female	white	45-64	high school graduate	moderate	B
UT	female	white	45-64	didn't graduate from HS	moderate	B
CA	male	black	30-44	some college	liberal	A
NY	male	black	65+	college graduate	moderate	A
IN	male	black	30-44	some college	liberal	A
WI	male	white	45-64	some college	moderate	B
IN	male	black	18-29	some college	conservative	A
GA	female	black	45-64	college graduate	liberal	A
CA	female	white	18-29	college graduate	liberal	A
OH	female	white	18-29	college graduate	moderate	A
DE	female	white	30-44	college graduate	moderate	A
CA	male	white	45-64	college graduate	liberal	A
WI	male	white	45-64	some college	liberal	A
PA	male	white	45-64	college graduate	moderate	B
CA	male	hispanic	45-64	some college	liberal	A
CA	female	hispanic	30-44	some college	moderate	A
FL	female	black	45-64	high school graduate	moderate	A
FL	female	hispanic	30-44	some college	conservative	B
IN	female	white	65+	some college	conservative	B
