state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
IN	female	white	65+	some college	republican	conservative	john mcCain	solid romney
OR	male	other	45-64	college graduate	republican	conservative	john mcCain	solid obama
NY	male	black	45-64	high school graduate	democrat	moderate	barack obama	solid obama
WI	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
CO	female	black	65+	college graduate	republican	moderate	barack obama	battleground
NV	male	hispanic	30-44	high school graduate	republican	moderate	john mcCain	quasi-battleground
MD	female	hispanic	18-29	high school graduate	republican	moderate	barack obama	solid obama
CA	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
MT	male	white	30-44	college graduate	other	moderate	john mcCain	solid romney
CA	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
AR	female	white	18-29	college graduate	other	moderate	barack obama	solid romney
MS	female	white	65+	high school graduate	other	moderate	john mcCain	solid romney
AR	female	white	65+	didn't graduate from HS	democrat	liberal	barack obama	solid romney
IA	male	white	65+	didn't graduate from HS	democrat	liberal	barack obama	battleground
WI	male	white	18-29	some college	other	moderate	john mcCain	quasi-battleground
GA	female	black	18-29	some college	other	liberal	barack obama	solid romney
NH	male	white	30-44	college graduate	other	moderate	barack obama	battleground
IL	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
TX	female	white	65+	some college	republican	moderate	john mcCain	solid romney
OH	male	white	45-64	high school graduate	other	moderate	barack obama	battleground
CA	male	white	18-29	some college	other	liberal	barack obama	solid obama
KY	male	other	30-44	high school graduate	other	moderate	john mcCain	solid romney
NC	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
AL	female	white	30-44	some college	republican	conservative	john mcCain	solid romney
IA	male	white	45-64	high school graduate	democrat	moderate	barack obama	battleground
IA	female	white	65+	some college	other	conservative	barack obama	battleground
OH	male	white	18-29	didn't graduate from HS	democrat	moderate	barack obama	battleground
NY	female	white	18-29	college graduate	republican	liberal	john mcCain	solid obama
NC	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
WV	female	white	45-64	high school graduate	democrat	conservative	john mcCain	solid romney
IL	male	black	30-44	some college	democrat	liberal	barack obama	solid obama
TN	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid romney
NY	female	black	45-64	high school graduate	democrat	moderate	barack obama	solid obama
MN	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
TX	male	hispanic	65+	some college	democrat	liberal	barack obama	solid romney
TX	male	hispanic	65+	some college	democrat	moderate	barack obama	solid romney
NV	female	hispanic	30-44	some college	other	liberal	barack obama	quasi-battleground
FL	female	white	45-64	some college	republican	conservative	john mcCain	battleground
CA	female	white	65+	college graduate	democrat	moderate	barack obama	solid obama
SC	female	black	30-44	college graduate	democrat	moderate	barack obama	solid romney
TX	female	black	45-64	college graduate	democrat	liberal	barack obama	solid romney
MN	female	black	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
TX	male	white	30-44	some college	republican	liberal	john mcCain	solid romney
AL	female	white	65+	high school graduate	democrat	moderate	barack obama	solid romney
CA	male	white	65+	college graduate	other	conservative	john mcCain	solid obama
TX	female	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
MA	male	white	45-64	some college	other	moderate	john mcCain	solid obama
CA	female	other	30-44	college graduate	democrat	conservative	barack obama	solid obama
NY	male	white	45-64	college graduate	other	moderate	barack obama	solid obama
CA	female	hispanic	45-64	some college	other	conservative	barack obama	solid obama
NJ	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
MO	female	white	45-64	college graduate	other	conservative	john mcCain	solid romney
CA	male	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
PA	male	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
CA	male	hispanic	45-64	high school graduate	democrat	moderate	barack obama	solid obama
KY	male	white	65+	high school graduate	other	conservative	barack obama	solid romney
IL	female	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
SC	female	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
CA	male	white	65+	some college	other	conservative	john mcCain	solid obama
NJ	female	black	18-29	some college	democrat	moderate	barack obama	solid obama
MI	female	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
TN	female	white	65+	high school graduate	republican	conservative	john mcCain	solid romney
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
NC	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
GA	female	white	30-44	some college	republican	conservative	john mcCain	solid romney
IL	female	hispanic	18-29	high school graduate	other	moderate	barack obama	solid obama
AZ	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
MI	female	black	18-29	some college	democrat	liberal	barack obama	quasi-battleground
NJ	female	white	30-44	didn't graduate from HS	other	moderate	barack obama	solid obama
RI	male	white	65+	college graduate	republican	moderate	barack obama	solid obama
TX	female	white	45-64	some college	democrat	liberal	barack obama	solid romney
MI	female	white	45-64	some college	democrat	liberal	john mcCain	quasi-battleground
NY	male	white	18-29	college graduate	other	moderate	john mcCain	solid obama
TX	male	hispanic	30-44	high school graduate	other	conservative	john mcCain	solid romney
FL	female	white	30-44	some college	other	moderate	barack obama	battleground
NE	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
IN	female	white	65+	high school graduate	democrat	moderate	barack obama	solid romney
CT	female	white	30-44	college graduate	other	liberal	barack obama	solid obama
TN	male	black	18-29	high school graduate	democrat	liberal	barack obama	solid romney
TN	male	white	45-64	high school graduate	republican	moderate	john mcCain	solid romney
CA	male	white	45-64	college graduate	other	moderate	john mcCain	solid obama
CA	female	black	30-44	college graduate	democrat	liberal	barack obama	solid obama
IL	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
AL	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
GA	female	black	45-64	didn't graduate from HS	democrat	moderate	barack obama	solid romney
MN	male	other	18-29	some college	democrat	conservative	barack obama	quasi-battleground
IL	male	black	45-64	college graduate	democrat	conservative	barack obama	solid obama
IN	female	white	65+	college graduate	republican	conservative	john mcCain	solid romney
VA	female	black	30-44	college graduate	democrat	liberal	barack obama	battleground
CA	male	white	65+	some college	other	moderate	john mcCain	solid obama
CA	female	other	65+	college graduate	democrat	conservative	john mcCain	solid obama
NC	male	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
TX	female	white	18-29	college graduate	democrat	liberal	barack obama	solid romney
WI	male	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
MA	male	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
IL	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
FL	female	white	18-29	some college	republican	moderate	john mcCain	battleground
NM	female	hispanic	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MA	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
IA	male	white	18-29	high school graduate	democrat	liberal	barack obama	battleground
VA	female	hispanic	18-29	high school graduate	democrat	liberal	barack obama	battleground
MN	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MA	female	white	65+	didn't graduate from HS	democrat	moderate	barack obama	solid obama
FL	female	white	45-64	high school graduate	republican	conservative	john mcCain	battleground
VA	male	white	30-44	college graduate	republican	liberal	john mcCain	battleground
MN	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
MI	male	white	30-44	some college	democrat	liberal	barack obama	quasi-battleground
KY	male	white	65+	college graduate	republican	moderate	john mcCain	solid romney
NY	female	white	45-64	some college	democrat	liberal	barack obama	solid obama
FL	female	white	18-29	college graduate	other	liberal	barack obama	battleground
OK	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
NY	female	black	45-64	college graduate	democrat	liberal	barack obama	solid obama
IL	female	white	65+	some college	democrat	moderate	barack obama	solid obama
IN	female	white	18-29	high school graduate	other	moderate	john mcCain	solid romney
NC	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
CA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
NC	female	black	18-29	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
IN	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
CA	male	white	18-29	college graduate	other	liberal	barack obama	solid obama
TX	female	white	65+	high school graduate	democrat	liberal	barack obama	solid romney
IL	female	black	30-44	some college	other	conservative	john mcCain	solid obama
TX	female	white	45-64	high school graduate	republican	moderate	john mcCain	solid romney
CA	male	hispanic	18-29	high school graduate	other	liberal	barack obama	solid obama
IL	female	black	30-44	college graduate	democrat	liberal	barack obama	solid obama
NE	male	white	45-64	some college	democrat	liberal	barack obama	solid romney
FL	female	white	65+	some college	republican	conservative	john mcCain	battleground
MA	female	black	18-29	college graduate	democrat	liberal	barack obama	solid obama
FL	male	white	30-44	college graduate	other	conservative	john mcCain	battleground
KY	male	white	65+	college graduate	republican	conservative	john mcCain	solid romney
NY	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
IA	female	white	30-44	college graduate	republican	moderate	john mcCain	battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
GA	female	white	30-44	some college	republican	conservative	john mcCain	solid romney
CA	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
SC	female	white	65+	college graduate	republican	moderate	barack obama	solid romney
MI	female	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
CA	female	black	45-64	college graduate	democrat	liberal	barack obama	solid obama
CA	male	white	18-29	high school graduate	democrat	liberal	barack obama	solid obama
NJ	male	white	65+	high school graduate	democrat	liberal	barack obama	solid obama
TN	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
IN	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
LA	female	black	18-29	high school graduate	democrat	moderate	barack obama	solid romney
MI	female	white	18-29	high school graduate	democrat	conservative	barack obama	quasi-battleground
NC	male	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
OK	female	white	45-64	some college	republican	conservative	john mcCain	solid romney
WI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
AR	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
MD	male	white	45-64	some college	democrat	conservative	barack obama	solid obama
CA	male	white	30-44	some college	republican	moderate	john mcCain	solid obama
KY	female	white	45-64	college graduate	republican	moderate	barack obama	solid romney
MA	male	white	18-29	college graduate	democrat	moderate	barack obama	solid obama
MA	male	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
CA	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
OK	female	white	65+	didn't graduate from HS	other	moderate	barack obama	solid romney
TX	female	white	65+	some college	other	conservative	john mcCain	solid romney
PA	male	white	65+	some college	republican	moderate	barack obama	quasi-battleground
MO	female	hispanic	30-44	college graduate	republican	conservative	john mcCain	solid romney
UT	male	white	18-29	college graduate	democrat	moderate	barack obama	solid romney
CA	female	white	65+	some college	democrat	liberal	barack obama	solid obama
MO	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
IL	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
GA	female	black	18-29	some college	republican	moderate	barack obama	solid romney
TX	male	hispanic	45-64	some college	other	moderate	john mcCain	solid romney
MD	female	black	18-29	college graduate	democrat	liberal	barack obama	solid obama
NY	female	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
SC	female	white	65+	some college	other	moderate	john mcCain	solid romney
NH	female	white	30-44	college graduate	democrat	liberal	barack obama	battleground
MI	female	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
TX	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
TX	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
TN	female	white	18-29	high school graduate	other	moderate	john mcCain	solid romney
NY	male	white	45-64	some college	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
MT	male	white	18-29	high school graduate	other	conservative	john mcCain	solid romney
CO	female	white	65+	college graduate	republican	moderate	john mcCain	battleground
NJ	male	white	45-64	college graduate	other	liberal	barack obama	solid obama
WI	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
AZ	male	white	65+	college graduate	democrat	moderate	barack obama	solid romney
KS	male	white	65+	college graduate	democrat	moderate	barack obama	solid romney
NJ	female	white	18-29	some college	democrat	liberal	barack obama	solid obama
MN	male	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
MA	female	black	30-44	college graduate	other	moderate	barack obama	solid obama
MI	male	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
VA	female	white	65+	high school graduate	other	conservative	john mcCain	battleground
WA	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
CA	male	white	45-64	some college	other	liberal	barack obama	solid obama
IN	male	white	30-44	college graduate	republican	conservative	barack obama	solid romney
IL	female	white	45-64	college graduate	other	liberal	barack obama	solid obama
TN	male	white	18-29	high school graduate	republican	liberal	john mcCain	solid romney
CA	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
PA	female	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
NJ	female	white	30-44	some college	other	liberal	barack obama	solid obama
TX	male	hispanic	30-44	high school graduate	democrat	conservative	barack obama	solid romney
MO	male	white	45-64	college graduate	democrat	conservative	barack obama	solid romney
VA	female	white	65+	high school graduate	other	conservative	john mcCain	battleground
NY	male	white	65+	some college	other	moderate	barack obama	solid obama
OK	female	white	45-64	some college	republican	moderate	john mcCain	solid romney
OR	female	white	65+	some college	other	conservative	john mcCain	solid obama
FL	female	hispanic	45-64	some college	other	moderate	john mcCain	battleground
CA	male	other	45-64	college graduate	other	liberal	john mcCain	solid obama
IL	female	black	30-44	college graduate	democrat	moderate	barack obama	solid obama
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
TX	female	hispanic	18-29	high school graduate	republican	conservative	john mcCain	solid romney
MO	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid romney
SC	female	white	45-64	college graduate	other	moderate	john mcCain	solid romney
LA	female	black	30-44	some college	democrat	conservative	barack obama	solid romney
OR	female	white	18-29	some college	other	liberal	barack obama	solid obama
IL	female	white	30-44	didn't graduate from HS	democrat	liberal	barack obama	solid obama
SD	male	white	30-44	college graduate	other	moderate	john mcCain	solid romney
CA	male	other	45-64	college graduate	other	liberal	john mcCain	solid obama
NJ	male	white	30-44	some college	other	liberal	barack obama	solid obama
MO	female	white	18-29	high school graduate	democrat	liberal	barack obama	solid romney
CO	female	hispanic	45-64	some college	other	moderate	barack obama	battleground
PA	female	white	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	high school graduate	republican	moderate	barack obama	quasi-battleground
OH	male	white	30-44	college graduate	other	conservative	john mcCain	battleground
MO	male	white	65+	college graduate	other	moderate	barack obama	solid romney
AR	male	black	45-64	high school graduate	democrat	moderate	barack obama	solid romney
CA	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
CA	female	white	45-64	high school graduate	other	moderate	barack obama	solid obama
OK	female	white	30-44	college graduate	democrat	moderate	barack obama	solid romney
NY	female	black	18-29	some college	democrat	liberal	barack obama	solid obama
IA	female	white	18-29	college graduate	democrat	liberal	barack obama	battleground
NJ	female	white	65+	high school graduate	republican	conservative	john mcCain	solid obama
TX	female	white	30-44	some college	other	liberal	barack obama	solid romney
NY	male	white	45-64	college graduate	other	conservative	john mcCain	solid obama
NC	female	black	45-64	some college	democrat	liberal	barack obama	quasi-battleground
MD	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
AL	male	other	18-29	some college	republican	conservative	john mcCain	solid romney
NC	male	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
CT	female	white	30-44	high school graduate	other	liberal	barack obama	solid obama
CA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
AZ	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
OH	male	white	30-44	college graduate	republican	moderate	john mcCain	battleground
AZ	female	white	45-64	some college	other	conservative	john mcCain	solid romney
PA	male	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
MO	female	white	45-64	some college	other	moderate	john mcCain	solid romney
OH	male	white	45-64	college graduate	other	conservative	john mcCain	battleground
CT	male	white	45-64	high school graduate	democrat	liberal	barack obama	solid obama
OH	female	white	45-64	high school graduate	republican	moderate	barack obama	battleground
MO	female	white	45-64	high school graduate	other	conservative	john mcCain	solid romney
MA	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
TX	male	white	45-64	some college	republican	conservative	john mcCain	solid romney
CA	male	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
SC	male	white	65+	college graduate	republican	conservative	john mcCain	solid romney
OH	female	white	30-44	college graduate	republican	conservative	john mcCain	battleground
TN	male	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
MN	female	white	30-44	some college	democrat	moderate	barack obama	quasi-battleground
NJ	male	white	18-29	college graduate	democrat	moderate	barack obama	solid obama
FL	female	other	65+	high school graduate	republican	conservative	john mcCain	battleground
NY	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
IL	male	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
MA	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
IN	female	black	30-44	some college	democrat	liberal	barack obama	solid romney
MN	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
NJ	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
CA	male	white	45-64	some college	republican	moderate	barack obama	solid obama
NY	male	white	45-64	high school graduate	other	moderate	barack obama	solid obama
LA	male	other	18-29	college graduate	other	moderate	john mcCain	solid romney
CA	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
MN	female	white	30-44	some college	other	moderate	john mcCain	quasi-battleground
SC	male	other	30-44	college graduate	republican	liberal	john mcCain	solid romney
PA	male	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MD	female	white	18-29	college graduate	other	moderate	john mcCain	solid obama
FL	male	black	30-44	some college	democrat	liberal	barack obama	battleground
IL	female	white	18-29	high school graduate	democrat	moderate	john mcCain	solid obama
OH	female	white	30-44	college graduate	republican	conservative	john mcCain	battleground
CA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
AR	female	white	65+	high school graduate	democrat	conservative	barack obama	solid romney
MA	female	white	18-29	college graduate	other	moderate	barack obama	solid obama
WI	female	white	65+	high school graduate	other	moderate	barack obama	quasi-battleground
FL	female	white	18-29	some college	democrat	liberal	barack obama	battleground
GA	male	white	65+	some college	republican	conservative	john mcCain	solid romney
NJ	female	white	65+	some college	democrat	liberal	barack obama	solid obama
WI	male	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
TN	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
MD	male	black	30-44	college graduate	democrat	moderate	barack obama	solid obama
MI	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
LA	female	black	18-29	college graduate	democrat	moderate	barack obama	solid romney
CA	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
NY	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
CA	female	white	30-44	some college	democrat	liberal	barack obama	solid obama
LA	female	black	30-44	some college	democrat	moderate	barack obama	solid romney
FL	female	white	45-64	college graduate	republican	conservative	barack obama	battleground
IA	male	white	45-64	college graduate	democrat	moderate	barack obama	battleground
FL	female	white	18-29	some college	other	liberal	barack obama	battleground
NY	male	white	65+	college graduate	republican	moderate	john mcCain	solid obama
TX	male	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
NY	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
MI	female	white	30-44	some college	other	moderate	barack obama	quasi-battleground
NM	female	other	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
IL	male	white	45-64	college graduate	other	conservative	john mcCain	solid obama
CA	female	other	45-64	high school graduate	democrat	liberal	barack obama	solid obama
NY	female	other	45-64	some college	democrat	conservative	barack obama	solid obama
CA	male	white	45-64	college graduate	other	moderate	john mcCain	solid obama
TN	female	white	45-64	didn't graduate from HS	democrat	conservative	barack obama	solid romney
NY	male	other	30-44	college graduate	republican	moderate	john mcCain	solid obama
CA	male	hispanic	30-44	college graduate	republican	conservative	barack obama	solid obama
SC	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
OH	male	white	30-44	college graduate	democrat	liberal	barack obama	battleground
TN	male	other	65+	high school graduate	other	moderate	barack obama	solid romney
SC	male	black	30-44	college graduate	democrat	moderate	barack obama	solid romney
NY	female	black	18-29	some college	democrat	liberal	barack obama	solid obama
MI	female	white	45-64	high school graduate	other	liberal	barack obama	quasi-battleground
IL	male	black	18-29	some college	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	college graduate	other	liberal	barack obama	solid obama
PA	female	other	30-44	high school graduate	republican	liberal	barack obama	quasi-battleground
IL	female	black	45-64	college graduate	democrat	moderate	barack obama	solid obama
IL	male	white	65+	some college	republican	conservative	john mcCain	solid obama
NJ	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
IN	female	hispanic	65+	college graduate	republican	moderate	john mcCain	solid romney
NY	female	white	45-64	high school graduate	other	conservative	barack obama	solid obama
IL	male	black	18-29	high school graduate	democrat	liberal	barack obama	solid obama
WI	female	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
FL	female	hispanic	30-44	some college	democrat	liberal	barack obama	battleground
CA	female	white	65+	college graduate	other	moderate	barack obama	solid obama
FL	female	hispanic	18-29	college graduate	democrat	liberal	barack obama	battleground
PA	male	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	high school graduate	republican	moderate	john mcCain	quasi-battleground
NY	female	white	30-44	college graduate	republican	moderate	barack obama	solid obama
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
IL	male	other	45-64	college graduate	democrat	moderate	john mcCain	solid obama
IL	male	white	65+	college graduate	other	moderate	john mcCain	solid obama
IL	male	white	65+	some college	republican	moderate	john mcCain	solid obama
OH	female	white	45-64	college graduate	democrat	liberal	barack obama	battleground
MD	female	black	18-29	high school graduate	democrat	moderate	barack obama	solid obama
IL	male	white	18-29	college graduate	other	moderate	barack obama	solid obama
FL	male	black	18-29	didn't graduate from HS	other	liberal	barack obama	battleground
MA	male	black	45-64	college graduate	other	conservative	john mcCain	solid obama
MO	male	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
FL	female	white	45-64	college graduate	other	moderate	barack obama	battleground
NJ	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
NY	female	other	18-29	college graduate	other	liberal	barack obama	solid obama
AZ	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
TX	female	white	45-64	some college	republican	conservative	john mcCain	solid romney
CO	female	white	65+	some college	republican	conservative	john mcCain	battleground
PA	male	white	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
MD	male	hispanic	45-64	some college	republican	moderate	barack obama	solid obama
MA	female	white	45-64	college graduate	other	moderate	john mcCain	solid obama
CA	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
NY	female	white	18-29	some college	republican	conservative	john mcCain	solid obama
IN	male	black	45-64	college graduate	democrat	conservative	barack obama	solid romney
CA	male	white	65+	high school graduate	other	moderate	barack obama	solid obama
NC	female	other	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
CA	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	65+	some college	republican	liberal	john mcCain	solid obama
MA	male	other	45-64	college graduate	other	moderate	john mcCain	solid obama
PA	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
NC	male	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
IA	female	white	30-44	college graduate	other	conservative	barack obama	battleground
MI	male	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
NY	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid obama
MA	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
WV	female	white	45-64	some college	democrat	moderate	barack obama	solid romney
NY	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
MS	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
TX	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
MT	female	white	18-29	high school graduate	democrat	liberal	barack obama	solid romney
NC	female	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
NC	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
NV	male	hispanic	30-44	some college	democrat	liberal	barack obama	quasi-battleground
MS	female	black	18-29	high school graduate	democrat	liberal	barack obama	solid romney
MI	male	other	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
MA	male	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
CA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
IL	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
TX	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
FL	female	white	30-44	college graduate	republican	conservative	john mcCain	battleground
MI	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
NJ	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
VA	female	white	30-44	some college	other	moderate	john mcCain	battleground
MS	female	black	30-44	some college	democrat	conservative	barack obama	solid romney
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
MS	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
VA	female	black	30-44	college graduate	democrat	liberal	barack obama	battleground
CA	female	black	30-44	some college	democrat	moderate	barack obama	solid obama
FL	male	white	45-64	college graduate	democrat	liberal	barack obama	battleground
NY	male	white	18-29	high school graduate	democrat	moderate	barack obama	solid obama
KS	female	white	45-64	didn't graduate from HS	democrat	conservative	barack obama	solid romney
OH	male	white	65+	some college	democrat	moderate	barack obama	battleground
SC	female	white	45-64	some college	democrat	conservative	john mcCain	solid romney
WI	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
NJ	female	white	45-64	some college	democrat	conservative	john mcCain	solid obama
WI	male	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
FL	female	white	18-29	high school graduate	democrat	moderate	barack obama	battleground
NY	male	white	45-64	some college	republican	moderate	john mcCain	solid obama
IL	male	white	18-29	college graduate	other	liberal	barack obama	solid obama
CA	female	hispanic	45-64	some college	democrat	liberal	barack obama	solid obama
KS	female	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
NY	female	white	65+	didn't graduate from HS	democrat	moderate	john mcCain	solid obama
NY	male	white	18-29	college graduate	republican	conservative	john mcCain	solid obama
PA	male	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
NY	male	white	18-29	some college	other	moderate	barack obama	solid obama
MO	male	white	45-64	college graduate	other	conservative	john mcCain	solid romney
CA	male	hispanic	30-44	some college	other	liberal	barack obama	solid obama
NY	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
MD	female	black	18-29	college graduate	democrat	liberal	barack obama	solid obama
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
NM	female	other	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MD	female	white	18-29	college graduate	republican	liberal	barack obama	solid obama
OH	male	white	65+	high school graduate	democrat	moderate	barack obama	battleground
MO	female	black	45-64	college graduate	democrat	moderate	barack obama	solid romney
OH	female	black	18-29	college graduate	democrat	moderate	barack obama	battleground
FL	male	hispanic	45-64	high school graduate	republican	moderate	john mcCain	battleground
PA	male	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
